experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,tet_1s,tet_2s,tet_3s,teud_1v,teud_2v,teud_3v,mean_speed,lane_0_preference,lane_1_preference,lane_2_preference,lane_3_preference,lane_4_preference,lane_5_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate,unsafe_slow_rate,unsafe_lane_rate,unsafe_faster_rate,unsafe_idle_rate,mean_delta_gap_unsafe,min_gap_p05,unsafe_ttc_slow_rate,unsafe_ttc_lane_rate,unsafe_ttc_faster_rate,unsafe_ttc_idle_rate,mean_delta_ttc_unsafe,min_ttc_p05,mean_recovery_time,mean_ttc_recovery_time
0,1,efficient,adaptive,0.01,100,24.31,41,0.02509255450431921,0.11106540518305225,0.2064993829699712,0.01851090086384204,0.05553270259152612,0.11476758535582066,28.604714909653094,0.29082682023858497,0.22089675030851502,0.2649115590292061,0.06951871657754011,0.055944055944055944,0.0979020979020979,0.0,0.003702180172768408,0.017688194158782394,0.2102015631427396,0.012751953928424516,0.021801727684080625,0.00904977375565611,0.0106951871657754,nan,nan,0.26614561908679557,0.09461127108185932,0.3010752688172043,0.6630824372759857,0.017921146953405017,0.017921146953405017,-16.33581613871146,1.8650458448573488,0.11354581673306773,0.6892430278884463,0.07370517928286853,0.12350597609561753,-2.3493561746810365,0.3951059635557829,1.5852272727272727,1.818840579710145
1,1,efficient,adaptive,0.01,100,24.93,35,0.024468511833132773,0.1022864019253911,0.1857200160449258,0.023666265543521862,0.0645808263136783,0.12956277577216205,28.112885659500172,0.2835940633774569,0.22462896109105496,0.31448054552747695,0.06498194945848375,0.041716807059767345,0.07059767348576013,0.0,0.004412354592860008,0.014841556357801846,0.1684717208182912,0.008824709185720016,0.01764941837144003,0.008824709185720016,0.006016847172081829,nan,nan,0.21419975932611313,0.10709987966305656,0.3715170278637771,0.541795665634675,0.04643962848297214,0.04024767801857585,-11.380094513474114,1.7102021982786484,0.1490280777537797,0.6501079913606912,0.06479481641468683,0.13606911447084233,nan,0.2915080980734634,1.8457142857142856,1.852
2,1,efficient,adaptive,0.01,100,25.13,31,0.020692399522483088,0.10425785913251094,0.20573020294468763,0.021886191802626343,0.07242339832869081,0.14126541981695184,28.093314308335525,0.29725427775567054,0.21050537206526065,0.2594508555511341,0.08038201352964584,0.05968961400716275,0.09271786709112614,0.0,0.005571030640668524,0.01432550736171906,0.21687226422602468,0.011142061281337047,0.01830481496219658,0.006366892160764027,0.007958615200955034,nan,nan,0.2662156784719459,0.11261440509351373,0.3408450704225352,0.5746478873239437,0.03943661971830986,0.04507042253521127,-12.170527169230652,1.4906860892903724,0.13152804642166344,0.6363636363636364,0.09671179883945841,0.13539651837524178,nan,0.30046682690033066,1.9293478260869565,1.9077490774907748
3,1,efficient,adaptive,0.01,100,25.63,39,0.02301989855637924,0.11314865392118612,0.2071790870074132,0.02301989855637924,0.060476004682013265,0.12290284822473664,28.66806178235179,0.32383925087787746,0.1907920405774483,0.2543893874365977,0.07179087007413187,0.05774483027701912,0.10144362075692548,0.0,0.00351150994927819,0.01872805306281701,0.2184939523995318,0.01404603979711276,0.01872805306281701,0.009754194303550527,0.012095200936402654,nan,nan,0.2735076082715568,0.09051892313694888,0.33650793650793653,0.6095238095238096,0.025396825396825397,0.02857142857142857,-13.535918873248098,1.1563155659415087,0.1431261770244821,0.6534839924670434,0.08851224105461393,0.11487758945386065,nan,0.34454098861874116,1.6844919786096257,1.8896797153024911
4,1,efficient,adaptive,0.01,100,24.13,45,0.026108578532946538,0.112722751761293,0.20596767509324493,0.01989225031081641,0.07086614173228346,0.13427268959801078,28.045552884011492,0.273932863655201,0.23704931620389558,0.2979693327807708,0.059676750932449237,0.05428926647326979,0.07708246995441359,0.0,0.005801906340654786,0.020306672192291753,0.17820140903439702,0.014919187733112309,0.02154993783671778,0.010360547036883548,0.01077496891835889,nan,nan,0.24077911313717365,0.1255698300870286,0.39197530864197533,0.5524691358024691,0.024691358024691357,0.030864197530864196,-18.344032187958025,1.7941537749615577,0.15492957746478872,0.6197183098591549,0.09859154929577464,0.1267605633802817,nan,0.31790760224506553,1.7704918032786885,1.926356589147287
