episode_id,policy_freq,profile,method,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,lane_3_time,speed_violation_count,tailgating_violation_count,braking_violation_count,lane_keeping_violation_count,lane_change_tailgating_violation_count,lane_change_braking_violation_count,collision_violation_count,lane_change_collision_violation_count,total_cost,total_avoided_cost,total_reward,unsafe_frames,unsafe_slow_count,unsafe_lane_left_count,unsafe_lane_right_count,unsafe_faster_count,unsafe_idle_count,unsafe_ttc_frames,unsafe_ttc_slow_count,unsafe_ttc_lane_left_count,unsafe_ttc_lane_right_count,unsafe_ttc_faster_count,unsafe_ttc_idle_count,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_scps_augmented_count,outcome_projection_count
103,1,cautious,nop,nan,3,1,25.0,1.0,1.0,1.0,0.0,0,0,0,1,1,0,0,0,2.0,0.0,-0.3999999999999999,2,0,0,2,0,0,2,0,0,2,0,0,nan,0.0,0,0,0,0
104,1,cautious,nop,nan,30,0,28.465648332445042,0.0,13.0,9.0,8.0,25,0,2,12,0,0,1,0,39.0,0.0,10.158777998934053,4,3,0,1,0,0,7,3,1,2,1,0,nan,0.0,0,0,0,0
105,1,cautious,nop,nan,30,0,29.798981664924852,15.0,5.0,7.0,3.0,30,0,2,19,1,1,0,1,53.0,0.0,11.758777997909814,1,0,1,0,0,0,7,0,1,5,0,1,nan,0.0,0,0,0,0
106,1,cautious,nop,nan,30,0,29.798981664924852,0.0,8.0,15.0,7.0,30,0,4,8,0,1,0,0,43.0,0.0,11.758777997909814,3,0,3,0,0,0,9,0,4,2,2,1,nan,0.0,0,0,0,0
107,1,cautious,nop,nan,17,1,29.645261761632128,17.0,0.0,0.0,0.0,16,1,4,17,0,0,1,0,38.0,0.0,5.55877799790985,2,1,0,0,1,0,4,1,0,0,1,2,nan,0.0,0,0,0,0
108,1,cautious,nop,nan,30,0,29.798981664924852,8.0,18.0,4.0,0.0,30,1,6,26,1,1,0,1,65.0,0.0,11.758777997909814,2,0,2,0,0,0,10,0,3,3,3,1,nan,0.0,0,0,0,0
109,1,cautious,nop,nan,11,1,29.451768179057538,3.0,8.0,0.0,0.0,11,2,4,11,1,1,1,0,30.0,0.0,3.1587779987853164,4,0,2,1,1,0,6,0,3,1,1,1,nan,0.0,0,0,0,0
110,1,cautious,nop,nan,30,0,29.798981664924852,20.0,3.0,3.0,4.0,30,0,2,22,2,0,0,0,56.0,0.0,11.758777997909814,1,0,0,1,0,0,4,0,1,2,0,1,nan,0.0,0,0,0,0
111,1,cautious,nop,nan,30,0,29.798981664924852,6.0,3.0,5.0,16.0,30,0,3,8,1,1,0,1,43.0,0.0,11.758777997909814,1,0,1,0,0,0,6,0,1,2,1,2,nan,0.0,0,0,0,0
112,1,cautious,nop,nan,23,1,29.737802171641114,9.0,9.0,2.0,3.0,23,1,3,17,2,1,0,1,47.0,0.0,7.958777997909824,2,0,1,0,0,1,9,0,2,4,1,2,nan,0.0,0,0,0,0
113,1,cautious,nop,nan,30,0,29.798981664924852,5.0,7.0,11.0,7.0,30,0,2,13,0,0,0,0,45.0,0.0,11.758777997909814,1,0,0,1,0,0,5,0,1,2,1,1,nan,0.0,0,0,0,0
114,1,cautious,nop,nan,30,0,29.798981664924852,9.0,9.0,12.0,0.0,30,1,4,19,2,1,0,0,57.0,0.0,11.758777997909814,3,0,0,2,0,1,9,0,4,2,0,3,nan,0.0,0,0,0,0
115,1,cautious,nop,nan,30,0,29.798981664924852,0.0,5.0,16.0,9.0,30,0,1,4,2,0,0,0,37.0,0.0,11.758777997909814,0,0,0,0,0,0,3,0,2,0,1,0,nan,0.0,0,0,0,0
116,1,cautious,nop,nan,30,0,29.798981664924852,1.0,17.0,4.0,8.0,30,0,2,19,0,1,0,0,52.0,0.0,11.758777997909814,2,0,1,1,0,0,6,0,4,1,0,1,nan,0.0,0,0,0,0
117,1,cautious,nop,nan,30,0,29.798981664924852,11.0,14.0,5.0,0.0,30,0,2,25,1,1,0,1,59.0,0.0,11.758777997909814,1,0,0,1,0,0,5,0,1,2,1,1,nan,0.0,0,0,0,0
118,1,cautious,nop,nan,30,0,29.798981664924852,5.0,9.0,16.0,0.0,30,1,5,14,1,1,0,0,52.0,0.0,11.758777997909814,3,0,1,1,1,0,8,0,2,2,0,4,nan,0.0,0,0,0,0
119,1,cautious,nop,nan,25,1,29.758777997909824,7.0,6.0,2.0,10.0,25,0,3,13,1,1,0,1,43.0,0.0,8.75877799790982,2,0,2,0,0,0,6,0,2,1,2,1,nan,0.0,0,0,0,0
120,1,cautious,nop,nan,30,0,29.798981664924852,0.0,8.0,7.0,15.0,30,0,2,8,3,4,0,1,47.0,0.0,11.758777997909814,3,0,2,1,0,0,10,0,4,4,0,2,nan,0.0,0,0,0,0
121,1,cautious,nop,nan,30,0,29.798981664924852,0.0,18.0,8.0,4.0,30,0,4,17,0,0,0,0,51.0,0.0,11.758777997909814,3,0,0,3,0,0,8,0,1,3,2,2,nan,0.0,0,0,0,0
122,1,cautious,nop,nan,13,1,29.536111534491145,0.0,0.0,0.0,13.0,13,1,3,0,1,1,0,1,19.0,0.0,3.9587779979353943,2,0,1,1,0,0,4,0,1,2,1,0,nan,0.0,0,0,0,0
123,1,cautious,nop,nan,30,0,29.798981664924852,8.0,6.0,12.0,4.0,30,0,4,13,2,0,0,0,49.0,0.0,11.758777997909814,2,0,1,1,0,0,10,0,3,3,1,3,nan,0.0,0,0,0,0
124,1,cautious,nop,nan,30,0,29.798981664924852,17.0,10.0,3.0,0.0,30,0,2,27,0,0,0,0,59.0,0.0,11.758777997909814,1,0,0,1,0,0,5,0,1,2,1,1,nan,0.0,0,0,0,0
125,1,cautious,nop,nan,30,0,29.798981664924852,0.0,4.0,14.0,12.0,30,0,1,5,1,4,0,1,41.0,0.0,11.758777997909814,2,0,1,1,0,0,5,0,3,2,0,0,nan,0.0,0,0,0,0
126,1,cautious,nop,nan,30,0,29.798981664924852,0.0,10.0,9.0,11.0,30,1,5,11,2,1,1,0,50.0,0.0,11.758777997909814,2,0,1,0,1,0,10,0,3,3,2,2,nan,0.0,0,0,0,0
127,1,cautious,nop,nan,30,0,29.798981664924852,2.0,9.0,11.0,8.0,30,0,2,10,2,3,0,1,47.0,0.0,11.758777997909814,4,0,2,2,0,0,7,0,3,3,1,0,nan,0.0,0,0,0,0
128,1,cautious,nop,nan,30,0,29.798981664924852,8.0,11.0,8.0,3.0,30,1,7,19,4,2,1,2,63.0,0.0,11.758777997909814,3,0,2,1,0,0,12,0,4,5,1,2,nan,0.0,0,0,0,0
129,1,cautious,nop,nan,30,0,29.798981664924852,3.0,21.0,6.0,0.0,30,0,2,24,1,0,0,0,57.0,0.0,11.758777997909814,2,0,2,0,0,0,5,0,2,1,0,2,nan,0.0,0,0,0,0
130,1,cautious,nop,nan,23,1,29.55756048351636,1.0,5.0,4.0,13.0,21,0,3,7,2,2,2,1,35.0,0.0,7.792955644835052,3,2,1,0,0,0,8,2,3,1,0,2,nan,0.0,0,0,0,0
131,1,cautious,nop,nan,30,0,29.798981664924852,5.0,6.0,4.0,15.0,30,1,4,11,2,1,0,0,49.0,0.0,11.758777997909814,3,0,1,1,1,0,10,0,4,4,0,2,nan,0.0,0,0,0,0
132,1,cautious,nop,nan,30,0,26.63251570175464,0.0,17.0,13.0,0.0,19,1,2,17,2,2,0,1,43.0,0.0,7.95901884210557,9,6,2,0,1,0,6,2,1,1,0,2,nan,0.0,0,0,0,0
133,1,cautious,nop,nan,7,1,29.138496516113285,0.0,1.0,6.0,0.0,6,0,2,2,0,1,1,0,11.0,0.0,1.5587790245117201,2,1,1,0,0,0,3,1,1,0,0,1,nan,0.0,0,0,0,0
134,1,cautious,nop,nan,30,0,29.798981664924852,0.0,2.0,15.0,13.0,30,0,5,2,0,0,0,0,37.0,0.0,11.758777997909814,4,0,2,2,0,0,8,0,2,2,1,3,nan,0.0,0,0,0,0
135,1,cautious,nop,nan,30,0,29.798981664924852,6.0,9.0,9.0,6.0,30,0,2,15,3,0,0,0,50.0,0.0,11.758777997909814,1,0,1,0,0,0,4,0,1,1,1,1,nan,0.0,0,0,0,0
136,1,cautious,nop,nan,30,0,29.798981664924852,16.0,10.0,4.0,0.0,30,0,1,26,1,1,0,1,59.0,0.0,11.758777997909814,1,0,0,1,0,0,5,0,1,3,1,0,nan,0.0,0,0,0,0
137,1,cautious,nop,nan,30,0,29.798981664924852,10.0,20.0,0.0,0.0,30,0,4,30,0,0,0,0,64.0,0.0,11.758777997909814,2,0,1,1,0,0,7,0,3,1,1,2,nan,0.0,0,0,0,0
138,1,cautious,nop,nan,30,0,29.798981664924852,0.0,5.0,13.0,12.0,30,0,6,5,1,0,0,0,42.0,0.0,11.758777997909814,1,0,1,0,0,0,10,0,2,4,2,2,nan,0.0,0,0,0,0
139,1,cautious,nop,nan,8,1,29.24618179170004,8.0,0.0,0.0,0.0,7,0,3,8,0,0,1,0,18.0,0.0,1.9587781733440126,1,1,0,0,0,0,3,1,1,0,1,0,nan,0.0,0,0,0,0
140,1,cautious,nop,nan,11,1,29.451768179057538,9.0,2.0,0.0,0.0,11,1,3,11,0,0,0,0,26.0,0.0,3.1587779987853164,3,0,2,1,0,0,4,0,2,1,1,0,nan,0.0,0,0,0,0
141,1,cautious,nop,nan,30,0,28.7008176108607,0.0,3.0,9.0,18.0,25,3,4,3,0,0,0,0,35.0,0.0,10.440981133032833,6,1,1,4,0,0,9,2,1,3,0,3,nan,0.0,0,0,0,0
142,1,cautious,nop,nan,2,1,27.072779413434652,0.0,2.0,0.0,0.0,2,1,1,1,0,0,0,0,5.0,0.0,-0.43417764692522787,2,0,0,1,1,0,1,0,0,1,0,0,nan,0.0,0,0,0,0
143,1,cautious,nop,nan,30,0,29.798981664924852,7.0,11.0,7.0,5.0,30,0,4,19,2,0,0,0,55.0,0.0,11.758777997909814,3,0,3,0,0,0,7,0,3,1,0,3,nan,0.0,0,0,0,0
144,1,cautious,nop,nan,30,0,29.798981664924852,8.0,4.0,7.0,11.0,30,0,1,12,4,2,0,1,49.0,0.0,11.758777997909814,2,0,2,0,0,0,5,0,3,2,0,0,nan,0.0,0,0,0,0
145,1,cautious,nop,nan,30,0,28.00100216281845,18.0,3.0,9.0,0.0,22,2,2,21,1,0,0,0,48.0,0.0,9.601202595382132,8,5,1,0,1,1,4,2,1,0,0,1,nan,0.0,0,0,0,0
146,1,cautious,nop,nan,30,0,29.798981664924852,0.0,16.0,6.0,8.0,30,0,2,16,0,0,0,0,48.0,0.0,11.758777997909814,2,0,1,1,0,0,6,0,2,3,0,1,nan,0.0,0,0,0,0
147,1,cautious,nop,nan,30,0,29.798981664924852,0.0,2.0,16.0,12.0,30,0,5,2,2,0,0,0,39.0,0.0,11.758777997909814,1,0,0,1,0,0,9,0,1,3,1,4,nan,0.0,0,0,0,0
148,1,cautious,nop,nan,30,0,29.798981664924852,1.0,18.0,10.0,1.0,30,0,3,19,0,0,0,0,52.0,0.0,11.758777997909814,2,0,1,1,0,0,10,0,5,3,1,1,nan,0.0,0,0,0,0
149,1,cautious,nop,nan,30,0,29.798981664924852,3.0,4.0,16.0,7.0,30,1,6,7,1,1,0,0,46.0,0.0,11.758777997909814,4,0,3,0,0,1,12,0,3,4,2,3,nan,0.0,0,0,0,0
150,1,cautious,nop,nan,30,0,29.798981664924852,4.0,10.0,11.0,5.0,30,0,7,14,1,0,0,0,52.0,0.0,11.758777997909814,3,0,3,0,0,0,12,0,3,4,3,2,nan,0.0,0,0,0,0
151,1,cautious,nop,nan,22,1,29.725884088533892,0.0,1.0,7.0,14.0,22,2,4,1,0,0,1,0,29.0,0.0,7.558777997909825,3,0,1,0,1,1,5,0,1,1,1,2,nan,0.0,0,0,0,0
152,1,cautious,nop,nan,30,0,29.798981664924852,7.0,12.0,9.0,2.0,30,2,3,19,0,2,0,0,56.0,0.0,11.758777997909814,5,0,2,1,2,0,10,0,5,3,2,0,nan,0.0,0,0,0,0
153,1,cautious,nop,nan,16,1,29.623090621734303,2.0,5.0,7.0,2.0,15,0,3,7,0,2,1,0,27.0,0.0,5.158777997909955,2,1,1,0,0,0,7,1,1,3,1,1,nan,0.0,0,0,0,0
154,1,cautious,nop,nan,30,0,29.798981664924852,12.0,5.0,4.0,9.0,30,0,0,16,1,1,0,1,48.0,0.0,11.758777997909814,0,0,0,0,0,0,2,0,1,1,0,0,nan,0.0,0,0,0,0
155,1,cautious,nop,nan,30,0,29.798981664924852,0.0,11.0,11.0,8.0,30,0,1,12,0,0,0,0,43.0,0.0,11.758777997909814,1,0,1,0,0,0,5,0,3,1,1,0,nan,0.0,0,0,0,0
156,1,cautious,nop,nan,30,0,29.798981664924852,8.0,15.0,7.0,0.0,30,0,3,23,1,1,0,0,58.0,0.0,11.758777997909814,1,0,0,1,0,0,8,0,3,2,2,1,nan,0.0,0,0,0,0
157,1,cautious,nop,nan,30,0,29.798981664924852,4.0,17.0,9.0,0.0,30,0,5,22,1,0,0,0,58.0,0.0,11.758777997909814,1,0,1,0,0,0,9,0,3,1,2,3,nan,0.0,0,0,0,0
158,1,cautious,nop,nan,30,0,29.798981664924852,4.0,10.0,16.0,0.0,30,0,2,15,0,2,0,0,49.0,0.0,11.758777997909814,2,0,1,1,0,0,7,0,3,3,0,1,nan,0.0,0,0,0,0
159,1,cautious,nop,nan,8,1,29.24618179170004,8.0,0.0,0.0,0.0,8,2,4,8,0,0,0,0,22.0,0.0,1.9587781733440126,3,0,2,1,0,0,4,0,2,1,0,1,nan,0.0,0,0,0,0
160,1,cautious,nop,nan,20,1,29.69847249738728,4.0,4.0,12.0,0.0,20,1,3,8,0,2,1,0,34.0,0.0,6.758777997909828,2,0,1,1,0,0,5,0,3,2,0,0,nan,0.0,0,0,0,0
161,1,cautious,nop,nan,5,1,27.964953995383688,3.0,2.0,0.0,0.0,3,0,1,4,1,1,0,1,10.0,0.0,0.592990799076738,0,0,0,0,0,0,2,0,0,1,0,1,nan,0.0,0,0,0,0
162,1,cautious,nop,nan,10,1,29.39694500758249,0.0,2.0,1.0,7.0,10,1,1,2,0,1,0,0,15.0,0.0,2.758778003032995,2,0,0,1,0,1,3,0,1,1,0,1,nan,0.0,0,0,0,0
163,1,cautious,nop,nan,23,1,29.737802171641114,0.0,11.0,10.0,2.0,23,0,3,12,1,4,0,1,43.0,0.0,7.958777997909824,3,0,3,0,0,0,7,0,4,1,0,2,nan,0.0,0,0,0,0
164,1,cautious,nop,nan,30,0,29.798981664924852,0.0,11.0,15.0,4.0,30,1,3,10,1,1,0,1,46.0,0.0,11.758777997909814,3,0,1,2,0,0,6,0,1,4,0,1,nan,0.0,0,0,0,0
165,1,cautious,nop,nan,30,0,27.03435163915614,0.0,3.0,27.0,0.0,20,1,7,3,1,0,2,0,32.0,0.0,8.441221966987365,13,10,1,1,1,0,9,2,1,1,3,2,nan,0.0,0,0,0,0
166,1,cautious,nop,nan,30,0,29.798981664924852,4.0,14.0,8.0,4.0,30,0,2,18,1,0,0,0,51.0,0.0,11.758777997909814,1,0,1,0,0,0,8,0,3,3,0,2,nan,0.0,0,0,0,0
167,1,cautious,nop,nan,30,0,29.798981664924852,5.0,5.0,9.0,11.0,30,0,2,10,1,1,0,0,44.0,0.0,11.758777997909814,2,0,2,0,0,0,8,0,4,2,1,1,nan,0.0,0,0,0,0
168,1,cautious,nop,nan,30,0,29.798981664924852,6.0,2.0,10.0,12.0,30,0,3,9,2,1,0,0,45.0,0.0,11.758777997909814,1,0,1,0,0,0,9,0,4,2,1,2,nan,0.0,0,0,0,0
169,1,cautious,nop,nan,4,1,28.493648204534214,0.0,0.0,0.0,4.0,4,0,2,0,1,1,0,1,8.0,0.0,0.35898371272547425,1,0,1,0,0,0,3,0,1,1,1,0,nan,0.0,0,0,0,0
170,1,cautious,nop,nan,30,0,29.798981664924852,11.0,7.0,4.0,8.0,30,0,5,19,1,1,0,1,56.0,0.0,11.758777997909814,3,0,3,0,0,0,8,0,3,1,0,4,nan,0.0,0,0,0,0
171,1,cautious,nop,nan,30,0,29.798981664924852,6.0,4.0,9.0,11.0,30,0,0,11,2,1,0,0,44.0,0.0,11.758777997909814,1,0,1,0,0,0,4,0,2,2,0,0,nan,0.0,0,0,0,0
172,1,cautious,nop,nan,5,1,27.964953995383688,3.0,2.0,0.0,0.0,4,1,4,5,0,0,1,0,14.0,0.0,0.592990799076738,3,1,1,0,1,0,4,1,1,0,1,1,nan,0.0,0,0,0,0
173,1,cautious,nop,nan,30,0,29.798981664924852,1.0,13.0,16.0,0.0,30,0,4,15,2,2,0,1,53.0,0.0,11.758777997909814,4,0,2,2,0,0,9,0,2,3,1,3,nan,0.0,0,0,0,0
174,1,cautious,nop,nan,30,0,29.798981664924852,7.0,6.0,5.0,12.0,30,0,2,14,2,0,0,0,48.0,0.0,11.758777997909814,1,0,0,1,0,0,6,0,2,2,2,0,nan,0.0,0,0,0,0
175,1,cautious,nop,nan,22,1,29.725884088533892,0.0,11.0,11.0,0.0,22,1,3,12,2,0,0,0,40.0,0.0,7.558777997909825,3,0,2,0,1,0,5,0,2,0,1,2,nan,0.0,0,0,0,0
176,1,cautious,nop,nan,30,0,29.798981664924852,18.0,9.0,3.0,0.0,30,1,4,26,1,1,0,0,63.0,0.0,11.758777997909814,3,0,1,1,1,0,7,0,2,2,3,0,nan,0.0,0,0,0,0
177,1,cautious,nop,nan,30,0,29.798981664924852,3.0,19.0,8.0,0.0,30,0,2,22,1,0,0,0,55.0,0.0,11.758777997909814,0,0,0,0,0,0,6,0,2,2,1,1,nan,0.0,0,0,0,0
178,1,cautious,nop,nan,30,0,29.798981664924852,0.0,14.0,11.0,5.0,30,0,1,14,1,1,0,0,47.0,0.0,11.758777997909814,2,0,0,2,0,0,5,0,0,4,0,1,nan,0.0,0,0,0,0
179,1,cautious,nop,nan,30,0,29.798981664924852,7.0,5.0,7.0,11.0,30,0,2,12,1,1,0,0,46.0,0.0,11.758777997909814,2,0,1,1,0,0,5,0,1,2,2,0,nan,0.0,0,0,0,0
180,1,cautious,nop,nan,18,1,29.66496944154143,7.0,7.0,1.0,3.0,18,1,3,13,1,1,0,0,37.0,0.0,5.958777997909832,4,0,1,2,1,0,7,0,1,4,1,1,nan,0.0,0,0,0,0
181,1,cautious,nop,nan,30,0,29.798981664924852,6.0,10.0,8.0,6.0,30,0,4,16,2,3,0,2,55.0,0.0,11.758777997909814,4,0,3,1,0,0,11,0,4,3,2,2,nan,0.0,0,0,0,0
182,1,cautious,nop,nan,14,1,29.569246424846778,0.0,5.0,6.0,3.0,13,0,4,5,2,2,1,0,26.0,0.0,4.3587779979141965,3,1,2,0,0,0,6,1,2,1,2,0,nan,0.0,0,0,0,0
183,1,cautious,nop,nan,30,0,29.798981664924852,4.0,7.0,4.0,15.0,30,0,1,11,1,0,0,0,43.0,0.0,11.758777997909814,0,0,0,0,0,0,5,0,2,2,0,1,nan,0.0,0,0,0,0
184,1,cautious,nop,nan,30,0,29.798981664924852,11.0,17.0,2.0,0.0,30,0,0,27,0,0,0,0,57.0,0.0,11.758777997909814,0,0,0,0,0,0,2,0,1,1,0,0,nan,0.0,0,0,0,0
185,1,cautious,nop,nan,30,0,29.798981664924852,14.0,7.0,9.0,0.0,30,0,1,21,1,0,0,0,53.0,0.0,11.758777997909814,0,0,0,0,0,0,4,0,1,2,1,0,nan,0.0,0,0,0,0
186,1,cautious,nop,nan,5,1,28.794065760757547,0.0,1.0,2.0,2.0,5,0,1,1,1,1,0,0,9.0,0.0,0.75881315215151,2,0,1,1,0,0,2,0,1,1,0,0,nan,0.0,0,0,0,0
187,1,cautious,nop,nan,8,1,29.24618179170004,7.0,1.0,0.0,0.0,8,2,2,8,0,2,1,0,22.0,0.0,1.9587781733440126,2,0,2,0,0,0,3,0,3,0,0,0,nan,0.0,0,0,0,0
188,1,cautious,nop,nan,5,1,27.964953995383688,0.0,0.0,5.0,0.0,3,0,3,0,0,0,1,0,6.0,0.0,0.592990799076738,1,1,0,0,0,0,3,2,0,0,0,1,nan,0.0,0,0,0,0
189,1,cautious,nop,nan,30,0,29.798981664924852,0.0,1.0,9.0,20.0,30,0,3,1,1,1,0,0,36.0,0.0,11.758777997909814,3,0,2,1,0,0,8,0,2,4,1,1,nan,0.0,0,0,0,0
190,1,cautious,nop,nan,24,1,29.748727081156066,20.0,4.0,0.0,0.0,24,2,5,24,0,0,0,0,55.0,0.0,8.358777997909822,5,0,2,2,0,1,7,0,2,2,1,2,nan,0.0,0,0,0,0
191,1,cautious,nop,nan,30,0,29.798981664924852,18.0,12.0,0.0,0.0,30,0,2,30,1,1,0,1,64.0,0.0,11.758777997909814,1,0,1,0,0,0,5,0,1,2,0,2,nan,0.0,0,0,0,0
192,1,cautious,nop,nan,30,0,29.465653191601618,0.0,1.0,13.0,16.0,28,0,2,1,1,0,0,0,32.0,0.0,11.358783829921938,3,1,2,0,0,0,7,1,2,2,0,2,nan,0.0,0,0,0,0
193,1,cautious,nop,nan,30,0,29.798981664924852,0.0,3.0,19.0,8.0,30,0,2,3,1,0,0,0,36.0,0.0,11.758777997909814,1,0,1,0,0,0,5,0,1,3,0,1,nan,0.0,0,0,0,0
194,1,cautious,nop,nan,30,0,29.798981664924852,6.0,14.0,10.0,0.0,30,0,3,20,2,0,0,0,55.0,0.0,11.758777997909814,1,0,1,0,0,0,8,0,3,2,1,2,nan,0.0,0,0,0,0
195,1,cautious,nop,nan,30,0,29.798981664924852,11.0,8.0,11.0,0.0,30,0,2,19,0,0,0,0,51.0,0.0,11.758777997909814,2,0,1,1,0,0,6,0,2,2,1,1,nan,0.0,0,0,0,0
196,1,cautious,nop,nan,30,0,29.798981664924852,12.0,15.0,3.0,0.0,30,0,4,27,1,0,0,0,62.0,0.0,11.758777997909814,2,0,0,2,0,0,10,0,3,3,3,1,nan,0.0,0,0,0,0
197,1,cautious,nop,nan,30,0,29.798981664924852,5.0,16.0,9.0,0.0,30,0,1,20,0,0,0,0,51.0,0.0,11.758777997909814,0,0,0,0,0,0,3,0,0,2,0,1,nan,0.0,0,0,0,0
198,1,cautious,nop,nan,30,0,29.13231499825819,8.0,18.0,4.0,0.0,26,2,5,26,1,0,0,0,60.0,0.0,10.958777997909827,5,0,1,2,0,2,12,1,4,2,3,2,nan,0.0,0,0,0,0
199,1,cautious,nop,nan,30,0,29.798981664924852,14.0,4.0,3.0,9.0,30,0,0,18,1,1,0,0,50.0,0.0,11.758777997909814,1,0,0,1,0,0,6,0,3,3,0,0,nan,0.0,0,0,0,0
200,1,cautious,nop,nan,30,0,29.798981664924852,7.0,17.0,2.0,4.0,30,0,4,25,0,2,0,0,61.0,0.0,11.758777997909814,4,0,3,1,0,0,10,0,5,1,1,3,nan,0.0,0,0,0,0
201,1,cautious,nop,nan,30,0,29.798981664924852,18.0,5.0,7.0,0.0,30,0,2,23,1,1,0,0,57.0,0.0,11.758777997909814,1,0,1,0,0,0,5,0,3,1,1,0,nan,0.0,0,0,0,0
202,1,cautious,nop,nan,30,0,29.798981664924852,6.0,7.0,9.0,8.0,30,0,2,13,2,1,0,1,48.0,0.0,11.758777997909814,2,0,0,2,0,0,5,0,2,2,0,1,nan,0.0,0,0,0,0
203,1,cautious,nop,nan,30,0,29.798981664924852,0.0,5.0,17.0,8.0,30,0,2,5,1,0,0,0,38.0,0.0,11.758777997909814,1,0,0,1,0,0,5,0,2,1,1,1,nan,0.0,0,0,0,0
204,1,cautious,nop,nan,30,0,29.798981664924852,2.0,8.0,2.0,18.0,30,0,2,10,2,3,0,1,47.0,0.0,11.758777997909814,2,0,1,1,0,0,6,0,3,3,0,0,nan,0.0,0,0,0,0
205,1,cautious,nop,nan,30,0,29.798981664924852,21.0,4.0,4.0,1.0,30,0,1,24,0,0,0,0,55.0,0.0,11.758777997909814,1,0,0,1,0,0,3,0,0,2,1,0,nan,0.0,0,0,0,0
206,1,cautious,nop,nan,4,1,28.493648204534214,0.0,1.0,3.0,0.0,4,1,1,2,0,0,1,0,8.0,0.0,0.35898371272547425,1,0,0,0,0,1,2,0,1,0,0,1,nan,0.0,0,0,0,0
207,1,cautious,nop,nan,26,1,29.421919425559402,4.0,8.0,5.0,9.0,23,0,3,11,2,2,1,1,41.0,0.0,8.798796202581777,4,2,1,1,0,0,9,2,1,4,0,2,nan,0.0,0,0,0,0
208,1,cautious,nop,nan,30,0,29.798981664924852,5.0,11.0,9.0,5.0,30,0,4,17,1,5,0,1,57.0,0.0,11.758777997909814,5,0,3,2,0,0,11,0,6,2,1,2,nan,0.0,0,0,0,0
209,1,cautious,nop,nan,30,0,29.798981664924852,15.0,10.0,2.0,3.0,30,0,3,25,2,3,0,1,63.0,0.0,11.758777997909814,3,0,2,1,0,0,10,0,4,3,3,0,nan,0.0,0,0,0,0
210,1,cautious,nop,nan,5,1,28.794065760757547,3.0,2.0,0.0,0.0,5,1,2,5,0,1,1,0,14.0,0.0,0.75881315215151,2,0,2,0,0,0,3,0,2,0,0,1,nan,0.0,0,0,0,0
211,1,cautious,nop,nan,30,0,29.798981664924852,10.0,8.0,12.0,0.0,30,0,3,17,2,1,0,0,53.0,0.0,11.758777997909814,3,0,2,1,0,0,9,0,3,3,1,2,nan,0.0,0,0,0,0
212,1,cautious,nop,nan,30,0,29.798981664924852,0.0,1.0,15.0,14.0,30,0,2,1,2,1,0,0,36.0,0.0,11.758777997909814,1,0,0,1,0,0,6,0,2,2,0,2,nan,0.0,0,0,0,0
213,1,cautious,nop,nan,4,1,28.493648204534214,0.0,0.0,0.0,4.0,4,1,2,0,0,0,1,0,7.0,0.0,0.35898371272547425,1,0,0,1,0,0,2,0,0,2,0,0,nan,0.0,0,0,0,0
214,1,cautious,nop,nan,14,1,29.569246424846778,0.0,0.0,9.0,5.0,14,0,2,0,2,2,0,2,20.0,0.0,4.3587779979141965,1,0,0,1,0,0,5,0,1,2,1,1,nan,0.0,0,0,0,0
215,1,cautious,nop,nan,30,0,29.798981664924852,17.0,8.0,5.0,0.0,30,0,2,25,1,0,0,0,58.0,0.0,11.758777997909814,0,0,0,0,0,0,6,0,2,3,0,1,nan,0.0,0,0,0,0
216,1,cautious,nop,nan,4,1,28.493648204534214,2.0,1.0,1.0,0.0,4,0,0,3,0,0,0,0,7.0,0.0,0.35898371272547425,1,0,1,0,0,0,3,0,1,2,0,0,nan,0.0,0,0,0,0
217,1,cautious,nop,nan,30,0,29.798981664924852,0.0,10.0,8.0,12.0,30,0,3,11,2,1,0,1,47.0,0.0,11.758777997909814,0,0,0,0,0,0,7,0,3,1,0,3,nan,0.0,0,0,0,0
218,1,cautious,nop,nan,3,1,27.99984829440037,3.0,0.0,0.0,0.0,3,2,2,3,0,1,0,0,11.0,0.0,-0.040018204671955604,3,0,1,1,1,0,2,0,1,1,0,0,nan,0.0,0,0,0,0
219,1,cautious,nop,nan,30,0,29.798981664924852,7.0,6.0,10.0,7.0,30,0,4,14,0,1,0,0,49.0,0.0,11.758777997909814,4,0,3,1,0,0,11,0,5,3,1,2,nan,0.0,0,0,0,0
220,1,cautious,nop,nan,30,0,29.798981664924852,2.0,12.0,13.0,3.0,30,0,5,14,3,1,0,0,53.0,0.0,11.758777997909814,4,0,2,2,0,0,10,0,3,3,1,3,nan,0.0,0,0,0,0
221,1,cautious,nop,nan,30,0,29.798981664924852,4.0,10.0,7.0,9.0,30,0,3,15,1,0,0,0,49.0,0.0,11.758777997909814,2,0,1,1,0,0,7,0,3,1,2,1,nan,0.0,0,0,0,0
222,1,cautious,nop,nan,9,1,28.869321318929703,0.0,5.0,2.0,2.0,7,0,4,6,0,0,1,0,17.0,0.0,2.192955674814694,3,1,2,0,0,0,5,1,2,0,1,1,nan,0.0,0,0,0,0
