episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,total_cost,total_avoided_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count
0,1,right_lane,adaptive,True,0.05,40,0,21.51895734428684,1.0,1.0,38.0,0.5,5.0,61.478398401643936,42.22839840164393,19.25,18.0,0.925,0,0,37,3
1,1,right_lane,adaptive,True,0.05,40,0,21.12749644062177,1.0,7.0,32.0,3.5,10.0,59.85214088514219,41.60214088514219,18.25,18.0,0.975,0,0,39,1
2,1,right_lane,adaptive,True,0.05,40,0,20.768957345971565,0.0,0.0,40.0,0.0,0.5,61.05320089613101,41.05320089613101,20.0,18.0,0.25,0,0,10,30
3,1,right_lane,adaptive,True,0.05,40,0,21.3939566082395,0.0,0.0,40.0,0.0,8.0,62.03033057318319,42.0303305731832,20.0,18.0,0.925,0,0,37,3
4,1,right_lane,adaptive,True,0.05,40,0,21.018919754889087,0.0,1.0,39.0,0.0,1.0,61.429338546940656,41.42933854694065,20.0,18.0,0.875,0,0,35,5
5,1,right_lane,adaptive,True,0.05,40,0,23.0189509930675,1.0,1.0,38.0,0.5,1.5,64.37844046573316,44.62844046573316,19.75,18.0,0.85,0,0,34,6
6,1,right_lane,adaptive,True,0.05,40,0,21.768951743818228,1.0,1.0,38.0,0.5,6.5,62.378397039131855,42.628397039131855,19.75,18.0,0.95,0,0,38,2
7,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,0.0,1.0,39.0,0.0,9.0,60.62940545081388,40.62940545081388,20.0,18.0,1.0,0,0,40,0
8,1,right_lane,adaptive,True,0.05,40,0,21.893957345971565,1.0,1.0,38.0,0.5,2.0,62.578398404340774,42.82839840434077,19.75,18.0,0.925,0,0,37,3
9,1,right_lane,adaptive,True,0.05,40,0,21.893957345971565,1.0,6.0,33.0,3.5,2.0,61.07846110750836,42.82846110750837,18.25,18.0,0.725,0,0,29,11
10,1,right_lane,adaptive,True,0.05,40,0,22.268957345971565,0.0,0.0,40.0,0.0,0.5,63.4303317535545,43.430331753554505,20.0,18.0,0.525,0,0,21,19
11,1,right_lane,adaptive,True,0.05,40,0,21.393914055586297,1.0,1.0,38.0,0.5,4.5,61.77832791186854,42.02832791186854,19.75,18.0,1.0,0,0,40,0
12,1,right_lane,adaptive,True,0.05,40,0,22.268957345971565,1.0,4.0,35.0,2.0,5.5,62.426818877184,43.426818877184,19.0,18.0,0.925,0,0,37,3
13,1,right_lane,adaptive,True,0.05,40,0,22.768957345971486,0.0,1.0,39.0,0.5,1.0,63.97893652082504,44.22893652082503,19.75,18.0,0.925,0,0,37,3
14,1,right_lane,adaptive,True,0.05,40,0,21.393957345971565,0.0,0.0,40.0,0.0,6.0,62.030331753554606,42.030331753554606,20.0,18.0,0.975,0,0,39,1
15,1,right_lane,adaptive,True,0.05,40,0,21.01895659544609,1.0,1.0,38.0,0.5,4.0,61.178395975644214,41.42839597564421,19.75,18.0,0.95,0,0,38,2
16,1,right_lane,adaptive,True,0.05,40,0,21.768957345971554,1.0,1.0,38.0,0.5,8.0,62.37839944777864,42.62839944777865,19.75,18.0,0.7,0,0,28,12
17,1,right_lane,adaptive,True,0.05,40,0,23.143957345971565,1.0,1.0,38.0,0.5,8.5,64.5783991088609,44.82839910886091,19.75,18.0,0.775,0,0,31,9
18,1,right_lane,adaptive,True,0.05,19,1,24.776752099171972,0.0,0.0,19.0,0.5,0.0,31.930331595370706,22.430331595370706,9.5,18.0,0.5789473684210527,0,0,11,8
19,1,right_lane,adaptive,True,0.05,10,1,21.07582937702842,0.0,0.0,10.0,0.5,4.5,14.480331750811368,9.73033175081137,4.75,18.0,1.0,0,0,10,0
20,1,right_lane,adaptive,True,0.05,40,0,21.768957345941836,1.0,2.0,37.0,1.0,8.5,61.37804908810769,42.12804908810768,19.25,18.0,0.95,0,0,38,2
