episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,total_cost,total_avoided_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count
0,1,right_lane,adaptive,True,0.01,40,0,23.268957345971565,6.0,2.0,32.0,6.5,7.5,61.5286709076982,45.028670907698206,16.5,18.0,0.95,0,0,38,2
1,1,right_lane,adaptive,True,0.01,40,0,21.143957345971565,3.0,8.0,29.0,6.0,7.0,58.37646708283503,41.62646708283503,16.75,18.0,1.0,0,0,40,0
2,1,right_lane,adaptive,True,0.01,40,0,20.768957345971565,0.0,0.0,40.0,0.0,0.5,61.030331753554506,41.030331753554506,20.0,18.0,0.275,0,0,11,29
3,1,right_lane,adaptive,True,0.01,40,0,22.124962421936697,0.0,4.0,36.0,2.0,7.5,62.19807385227193,43.19807385227194,19.0,18.0,0.95,0,0,38,2
4,1,right_lane,adaptive,True,0.01,40,0,21.018919754889087,0.0,1.0,39.0,0.0,1.0,61.6293885629671,41.629388562967094,20.0,18.0,0.875,0,0,35,5
5,1,right_lane,adaptive,True,0.01,40,0,23.0189509930675,1.0,1.0,38.0,0.5,1.5,64.37844046573316,44.62844046573316,19.75,18.0,0.925,0,0,37,3
6,1,right_lane,adaptive,True,0.01,40,0,24.26895734594184,2.0,5.0,33.0,3.5,1.0,64.87893900516401,46.628939005164,18.25,18.0,0.875,0,0,35,5
7,1,right_lane,adaptive,True,0.01,40,0,20.518957345971565,0.0,1.0,39.0,0.0,9.0,60.629397667781234,40.62939766778124,20.0,18.0,1.0,0,0,40,0
8,1,right_lane,adaptive,True,0.01,40,0,24.00032874938229,5.0,5.0,30.0,6.5,1.5,62.949111311450864,46.199111311450864,16.75,18.0,0.95,0,0,38,2
9,1,right_lane,adaptive,True,0.01,40,0,21.893957345971565,3.0,3.0,34.0,4.0,2.0,61.20066956038968,43.20066956038968,18.0,18.0,0.775,0,0,31,9
10,1,right_lane,adaptive,True,0.01,40,0,22.268957345971565,0.0,0.0,40.0,0.0,0.5,63.4303317535545,43.430331753554505,20.0,18.0,0.6,0,0,24,16
11,1,right_lane,adaptive,True,0.01,9,1,25.639592686973558,8.0,1.0,0.0,8.5,0.5,11.578874455132043,10.828874455132043,0.75,18.0,1.0,0,0,9,0
12,1,right_lane,adaptive,True,0.01,40,0,22.268957345971565,1.0,4.0,35.0,2.0,5.5,61.42682679760961,42.92682679760961,18.5,18.0,0.925,0,0,37,3
13,1,right_lane,adaptive,True,0.01,40,0,22.768957345971486,0.0,1.0,39.0,0.5,1.0,63.97893652082504,44.22893652082503,19.75,18.0,0.925,0,0,37,3
14,1,right_lane,adaptive,True,0.01,40,0,21.393957345971565,0.0,0.0,40.0,0.0,6.0,62.030331753554606,42.030331753554606,20.0,18.0,1.0,0,0,40,0
15,1,right_lane,adaptive,True,0.01,40,0,24.393914152736198,6.0,1.0,33.0,5.5,3.5,64.0783087484399,46.8283087484399,17.25,18.0,0.75,0,0,30,10
16,1,right_lane,adaptive,True,0.01,40,0,22.893957345971565,1.0,8.0,31.0,4.0,4.5,62.4268000480629,44.4268000480629,18.0,18.0,0.975,0,0,39,1
17,1,right_lane,adaptive,True,0.01,40,0,27.606048342030412,7.0,11.0,22.0,12.5,1.5,66.21421670060865,51.96421670060866,14.25,18.0,0.875,0,0,35,5
18,1,right_lane,adaptive,True,0.01,19,1,24.776752099171972,0.0,0.0,19.0,0.5,0.0,31.656661141586884,22.656661141586884,9.0,18.0,0.7894736842105263,0,0,15,4
19,1,right_lane,adaptive,True,0.01,40,0,22.768957345971565,8.0,2.0,30.0,9.0,0.5,58.97696068261521,43.726960682615214,15.25,18.0,1.0,0,0,40,0
20,1,right_lane,adaptive,True,0.01,40,0,24.018957345937995,13.0,1.0,26.0,12.5,1.0,59.978375910162704,46.228375910162704,13.75,18.0,0.975,0,0,39,1
21,1,right_lane,adaptive,True,0.01,40,0,23.018957334666847,2.0,4.0,34.0,3.0,3.0,63.128930211340034,44.628930211340034,18.5,18.0,0.95,0,0,38,2
22,1,right_lane,adaptive,True,0.01,40,0,24.143957345971565,15.0,4.0,21.0,16.0,2.0,58.42828243062033,46.428282430620314,12.0,18.0,1.0,0,0,40,0
23,1,right_lane,adaptive,True,0.01,40,0,21.018957345971565,0.0,0.0,40.0,0.0,1.5,61.4303317535545,41.430331753554505,20.0,18.0,0.975,0,0,39,1
24,1,right_lane,adaptive,True,0.01,40,0,20.893957345971565,0.0,6.0,34.0,2.5,1.5,59.979399734702746,41.229399734702746,18.75,18.0,1.0,0,0,40,0
25,1,right_lane,adaptive,True,0.01,40,0,20.893957345971565,0.0,6.0,34.0,3.0,7.0,59.73033175355451,41.2303317535545,18.5,18.0,1.0,0,0,40,0
26,1,right_lane,adaptive,True,0.01,40,0,21.608581734859648,0.0,9.0,31.0,4.5,9.5,60.1223929648782,42.3723929648782,17.75,18.0,0.925,0,0,37,3
27,1,right_lane,adaptive,True,0.01,40,0,21.12749644062177,0.0,1.0,39.0,0.0,16.0,61.999532673827346,41.99953267382735,20.0,18.0,1.0,0,0,40,0
28,1,right_lane,adaptive,True,0.01,40,0,21.768957345971565,0.0,1.0,39.0,0.5,0.5,62.57546821484198,42.82546821484198,19.75,18.0,0.85,0,0,34,6
29,1,right_lane,adaptive,True,0.01,40,0,20.893957345971565,1.0,1.0,38.0,0.5,6.5,60.97839840434078,41.22839840434077,19.75,18.0,1.0,0,0,40,0
30,1,right_lane,adaptive,True,0.01,40,0,23.518957345971565,0.0,0.0,40.0,0.0,0.0,65.4303317535545,45.430331753554505,20.0,18.0,0.975,0,0,39,1
31,1,right_lane,adaptive,True,0.01,40,0,25.01613860579968,10.0,14.0,16.0,16.5,4.0,59.57232384542788,47.82232384542788,11.75,18.0,0.975,0,0,39,1
32,1,right_lane,adaptive,True,0.01,40,0,24.018957345971565,12.0,2.0,26.0,12.0,0.5,60.2328315490121,46.2328315490121,14.0,18.0,0.725,0,0,29,11
33,1,right_lane,adaptive,True,0.01,40,0,20.518957345971565,0.0,1.0,39.0,0.0,4.5,60.629397667739944,40.629397667739944,20.0,18.0,1.0,0,0,40,0
34,1,right_lane,adaptive,True,0.01,40,0,23.64395734594575,0.0,12.0,28.0,5.5,4.5,62.87521868380726,45.62521868380727,17.25,18.0,0.925,0,0,37,3
35,1,right_lane,adaptive,True,0.01,40,0,23.018956606525105,4.0,10.0,26.0,9.0,2.5,60.12798621785958,44.627986217859586,15.5,18.0,0.95,0,0,38,2
36,1,right_lane,adaptive,True,0.01,40,0,21.752495691584983,0.0,0.0,40.0,0.0,2.0,62.60399413384926,42.603994133849255,20.0,18.0,0.975,0,0,39,1
37,1,right_lane,adaptive,True,0.01,40,0,23.393957345971565,1.0,7.0,32.0,4.0,10.0,63.67353823138231,45.42353823138231,18.25,18.0,0.925,0,0,37,3
38,1,right_lane,adaptive,True,0.01,40,0,21.268957345971565,0.0,0.0,40.0,0.0,6.0,61.5803317535545,41.830331753554496,19.75,18.0,0.975,0,0,39,1
39,1,right_lane,adaptive,True,0.01,40,0,21.76895733466685,0.0,1.0,39.0,0.0,6.5,62.629398311598564,42.62939831159856,20.0,18.0,0.975,0,0,39,1
40,1,right_lane,adaptive,True,0.01,40,0,22.143957345971565,3.0,2.0,35.0,4.0,3.0,61.22646390537215,43.22646390537216,18.0,18.0,0.675,0,0,27,13
