episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,total_cost,total_avoided_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count
0,1,right_lane,adaptive,True,10.0,40,0,21.51895734428684,1.0,1.0,38.0,0.5,5.0,61.478398401643936,42.22839840164393,19.25,nan,0.0,0,0,0,40
1,1,right_lane,adaptive,True,10.0,24,1,20.656595576619274,4.0,4.0,16.0,5.5,8.5,33.928397178825556,24.42839717882555,9.5,nan,0.0,0,0,0,24
2,1,right_lane,adaptive,True,10.0,40,0,20.768957345971565,0.0,0.0,40.0,0.0,0.5,60.280331753554506,40.530331753554506,19.75,nan,0.0,0,0,0,40
3,1,right_lane,adaptive,True,10.0,40,0,21.3939566082395,0.0,0.0,40.0,0.0,8.0,62.03033057318319,42.0303305731832,20.0,nan,0.0,0,0,0,40
4,1,right_lane,adaptive,True,10.0,40,0,21.018919754889087,0.0,1.0,39.0,0.0,1.0,61.429338546940656,41.42933854694065,20.0,nan,0.0,0,0,0,40
5,1,right_lane,adaptive,True,10.0,40,0,23.0189509930675,1.0,1.0,38.0,0.5,1.5,64.37844046573316,44.62844046573316,19.75,nan,0.0,0,0,0,40
6,1,right_lane,adaptive,True,10.0,40,0,21.768951743818228,1.0,1.0,38.0,0.5,6.5,62.378397039131855,42.628397039131855,19.75,nan,0.0,0,0,0,40
7,1,right_lane,adaptive,True,10.0,40,0,20.518957345971565,0.0,1.0,39.0,0.0,9.0,60.62940545081388,40.62940545081388,20.0,nan,0.0,0,0,0,40
8,1,right_lane,adaptive,True,10.0,40,0,21.893957345971565,1.0,1.0,38.0,0.5,2.0,62.578398404340774,42.82839840434077,19.75,nan,0.0,0,0,0,40
9,1,right_lane,adaptive,True,10.0,40,0,21.893957345971554,2.0,6.0,32.0,4.5,2.5,60.57661735756425,42.82661735756426,17.75,18.0,0.05,0,0,2,38
