episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time,lane_3_time
44,1,right_lane,adaptive,True,0.05,40,0,20.768957345971565,4.666666666666666,12.333333333333337,9.178457491099834,57.666666666666664,40.0,17.666666666666664,18.0,1.0,0,0,40,0,0.0,5.0,6.0,29.0
45,1,right_lane,adaptive,True,0.05,40,0,20.76675206364961,1.3333333333333333,10.0,5.794807631522417,59.33333333333333,40.0,19.333333333333332,18.0,1.0,0,0,40,0,0.0,1.0,4.0,35.0
46,1,right_lane,adaptive,True,0.05,40,0,21.018957345971565,0.3333333333333333,0.6666666666666666,1.9269217662513256,59.83333333333333,40.0,19.833333333333332,18.0,1.0,0,0,19,21,0.0,1.0,1.0,38.0
47,1,right_lane,adaptive,True,0.05,40,0,22.893957345971565,1.6666666666666665,0.0,3.302744579437217,59.16666666666667,40.0,19.166666666666668,18.0,1.0,0,0,25,15,1.0,1.0,3.0,35.0
48,1,right_lane,adaptive,True,0.05,40,0,23.64395669237022,15.333333333333327,2.0000000000000004,17.5520025533624,52.66666666666665,40.0,12.666666666666663,18.0,1.0,0,0,37,3,5.0,14.0,4.0,17.0
49,1,right_lane,adaptive,True,0.05,40,0,22.643957345971565,7.333333333333332,7.666666666666664,10.565736887976527,55.99999999999999,40.0,16.0,18.0,1.0,0,0,40,0,0.0,6.0,11.0,23.0
50,1,right_lane,adaptive,True,0.05,40,0,20.393957345971565,0.0,4.0,1.3304629232006846,60.0,40.0,20.0,18.0,1.0,0,0,14,26,0.0,0.0,0.0,40.0
51,1,right_lane,adaptive,True,0.05,40,0,20.268957345971565,0.0,13.33333333333334,3.7081498727202415,60.0,40.0,20.0,18.0,1.0,0,0,40,0,0.0,0.0,0.0,40.0
52,1,right_lane,adaptive,True,0.05,40,0,22.018957345971565,8.666666666666666,4.999999999999999,12.333486984483898,55.66666666666667,40.0,15.666666666666668,18.0,1.0,0,0,35,5,4.0,6.0,5.0,25.0
53,1,right_lane,adaptive,True,0.05,40,0,20.268957345971565,3.3333333333333335,11.666666666666664,7.090946912765503,58.33333333333335,40.0,18.333333333333336,18.0,1.0,0,0,40,0,0.0,0.0,10.0,30.0
54,1,right_lane,adaptive,True,0.05,40,0,21.768957345971558,1.0,5.333333333333332,3.634251122828573,59.5,40.0,19.5,18.0,1.0,0,0,38,2,0.0,0.0,3.0,37.0
55,1,right_lane,adaptive,True,0.05,40,0,21.393956595224235,1.9999999999999998,8.999999999999998,5.294495448470116,59.00000000000001,40.0,19.0,18.0,1.0,0,0,40,0,1.0,1.0,4.0,34.0
56,1,right_lane,adaptive,True,0.05,40,0,23.125000013019175,8.999999999999998,6.666666666666664,11.70336556294933,55.83333333333334,40.0,15.833333333333334,18.0,1.0,0,0,39,1,5.0,4.0,5.0,26.0
57,1,right_lane,adaptive,True,0.05,40,0,21.143957345971565,1.9999999999999998,7.666666666666663,5.145519035868347,58.66666666666667,40.0,18.666666666666668,18.0,1.0,0,0,37,3,0.0,0.0,7.0,33.0
58,1,right_lane,adaptive,True,0.05,40,0,20.268957345971565,0.0,13.000000000000005,3.854572683572769,60.0,40.0,20.0,18.0,1.0,0,0,40,0,0.0,0.0,0.0,40.0
59,1,right_lane,adaptive,True,0.05,40,0,20.64395724882166,1.9999999999999998,4.666666666666666,5.258739560842514,59.00000000000001,40.0,19.0,18.0,1.0,0,0,40,0,0.0,1.0,6.0,33.0
60,1,right_lane,adaptive,True,0.05,40,0,20.393957345971565,3.0,13.333333333333341,7.27654005587101,58.5,40.0,18.5,18.0,1.0,0,0,40,0,0.0,1.0,9.0,30.0
61,1,right_lane,adaptive,True,0.05,40,0,22.893957247329574,5.666666666666666,9.333333333333332,8.851786868763156,57.16666666666667,40.0,17.166666666666664,18.0,1.0,0,0,38,2,3.0,4.0,2.0,31.0
62,1,right_lane,adaptive,True,0.05,40,0,22.500043292099726,6.666666666666664,8.333333333333334,9.836189538240433,56.66666666666668,40.0,16.66666666666667,18.0,1.0,0,0,40,0,1.0,1.0,18.0,20.0
63,1,right_lane,adaptive,True,0.05,40,0,21.268957332952905,15.333333333333337,4.999999999999999,17.73557387292385,52.333333333333336,40.0,12.333333333333332,18.0,1.0,0,0,40,0,11.0,3.0,10.0,16.0
64,1,right_lane,adaptive,True,0.05,40,0,20.268957345971565,4.333333333333333,9.000000000000002,7.3127113208174706,58.00000000000002,40.0,18.0,18.0,1.0,0,0,40,0,0.0,0.0,12.0,28.0
65,1,right_lane,adaptive,True,0.05,40,0,21.393913968252424,1.0,11.333333333333336,5.358719505369663,59.333333333333336,40.0,19.333333333333332,18.0,1.0,0,0,40,0,0.0,0.0,4.0,36.0
66,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,5.999999999999998,9.666666666666666,9.897511139512062,57.00000000000001,40.0,17.0,18.0,1.0,0,0,40,0,1.0,1.0,16.0,22.0
67,1,right_lane,adaptive,True,0.05,40,0,21.747546851703728,4.999999999999999,11.333333333333336,8.792265142414976,57.5,40.0,17.5,18.0,1.0,0,0,37,3,0.0,1.0,15.0,24.0
68,1,right_lane,adaptive,True,0.05,40,0,20.75249644062177,1.3333333333333333,12.000000000000004,5.341314755380154,59.33333333333333,40.0,19.333333333333332,18.0,1.0,0,0,39,1,0.0,2.0,2.0,36.0
69,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,0.3333333333333333,13.666666666666673,4.624313518404961,59.83333333333333,40.0,19.833333333333332,18.0,1.0,0,0,40,0,0.0,1.0,1.0,38.0
70,1,right_lane,adaptive,True,0.05,40,0,21.143957345971565,8.666666666666664,13.0,12.797890685498714,55.66666666666668,40.0,15.66666666666667,18.0,1.0,0,0,40,0,3.0,4.0,12.0,21.0
71,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,1.6666666666666665,10.0,5.383366727473913,59.166666666666664,40.0,19.166666666666664,18.0,1.0,0,0,38,2,1.0,1.0,3.0,35.0
72,1,right_lane,adaptive,True,0.05,40,0,21.14178964193861,0.0,13.666666666666673,4.336481496691704,60.0,40.0,20.0,18.0,1.0,0,0,40,0,0.0,0.0,1.0,39.0
73,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,0.0,4.0,1.713083262152395,60.0,40.0,20.0,18.0,1.0,0,0,24,16,0.0,0.0,0.0,40.0
74,1,right_lane,adaptive,True,0.05,40,0,20.643957345971558,1.0,1.0,2.4830857901542913,59.5,40.0,19.5,18.0,1.0,0,0,10,30,1.0,1.0,1.0,37.0
75,1,right_lane,adaptive,True,0.05,40,0,20.518957345968165,1.6666666666666665,11.66666666666667,6.322824530303478,59.166666666666664,40.0,19.166666666666664,18.0,1.0,0,0,40,0,1.0,1.0,3.0,35.0
76,1,right_lane,adaptive,True,0.05,40,0,21.393957345970982,0.0,4.666666666666666,2.462398283445509,60.0,40.0,20.0,18.0,1.0,0,0,37,3,0.0,0.0,0.0,40.0
77,1,right_lane,adaptive,True,0.05,40,0,22.518957345971565,2.3333333333333335,0.6666666666666666,3.6267202470917255,58.833333333333336,40.0,18.833333333333332,18.0,1.0,0,0,25,15,0.0,2.0,3.0,35.0
