episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time,lane_3_time
30,1,right_lane,nop,False,nan,40,0,20.518957345971565,5.333333333333332,0.0,6.925180114805698,57.33333333333335,40.0,17.333333333333336,nan,0.0,0,0,0,0,0.0,0.0,15.0,25.0
31,1,right_lane,nop,False,nan,40,0,20.768957247332974,16.333333333333343,0.0,15.959971107542515,51.83333333333335,40.0,11.833333333333336,nan,0.0,0,0,0,0,5.0,3.0,29.0,3.0
32,1,right_lane,nop,False,nan,40,0,26.268956496355962,35.333333333333336,0.0,34.981746196746826,42.666666666666664,40.0,2.666666666666666,nan,0.0,0,0,0,0,29.0,8.0,3.0,0.0
33,1,right_lane,nop,False,nan,40,0,22.002496328768032,11.666666666666664,0.0,12.70618824288249,53.999999999999986,40.0,13.999999999999998,nan,0.0,0,0,0,0,2.0,7.0,15.0,16.0
34,1,right_lane,nop,False,nan,40,0,20.393957345971565,28.000000000000004,0.0,26.97536924481392,45.833333333333336,40.0,5.833333333333333,nan,0.0,0,0,0,0,15.0,14.0,11.0,0.0
35,1,right_lane,nop,False,nan,40,0,22.393957345971565,10.666666666666668,0.0,11.633417006582022,54.5,40.0,14.5,nan,0.0,0,0,0,0,7.0,3.0,6.0,24.0
36,1,right_lane,nop,False,nan,40,0,22.9813714164299,23.666666666666668,0.0,23.305444155586883,48.5,40.0,8.499999999999998,nan,0.0,0,0,0,0,20.0,2.0,6.0,12.0
37,1,right_lane,nop,False,nan,40,0,22.64395659522039,22.333333333333336,0.0,22.468059197068214,48.99999999999999,40.0,8.999999999999996,nan,0.0,0,0,0,0,11.0,6.0,22.0,1.0
38,1,right_lane,nop,False,nan,40,0,20.643957345971565,31.666666666666668,0.0,31.335878990590572,44.0,40.0,4.000000000000001,nan,0.0,0,0,0,0,27.0,2.0,8.0,3.0
39,1,right_lane,nop,False,nan,40,0,21.643957345971565,2.333333333333333,0.0,3.186107815359719,58.666666666666664,40.0,18.666666666666664,nan,0.0,0,0,0,0,0.0,1.0,5.0,34.0
40,1,right_lane,nop,False,nan,15,1,24.665905188781966,3.9999999999999996,0.0,3.898222001713748,20.666666666666668,15.0,5.666666666666667,nan,0.0,0,0,0,0,1.0,3.0,1.0,10.0
41,1,right_lane,nop,False,nan,21,1,26.70206724985578,16.0,0.0,15.063549861311913,23.666666666666664,21.0,2.6666666666666665,nan,0.0,0,0,0,0,12.0,1.0,7.0,1.0
42,1,right_lane,nop,False,nan,40,0,21.268957345971565,4.333333333333333,0.0,5.312010733294301,57.33333333333333,40.0,17.333333333333332,nan,0.0,0,0,0,0,1.0,1.0,11.0,27.0
43,1,right_lane,nop,False,nan,40,0,21.143957345971565,4.666666666666666,0.0,6.135527925216593,57.66666666666668,40.0,17.666666666666664,nan,0.0,0,0,0,0,1.0,2.0,9.0,28.0
44,1,right_lane,nop,False,nan,40,0,23.268957345971565,24.333333333333307,0.0,24.15513864159584,48.00000000000002,40.0,7.9999999999999964,nan,0.0,0,0,0,0,15.0,4.0,21.0,0.0
45,1,right_lane,nop,False,nan,40,0,22.51895100608321,29.000000000000004,0.0,30.406279146671295,45.5,40.0,5.5,nan,0.0,0,0,0,0,10.0,28.0,2.0,0.0
46,1,right_lane,nop,False,nan,40,0,21.018957345971565,1.0,0.0,2.571076452237321,59.33333333333333,40.0,19.333333333333332,nan,0.0,0,0,0,0,0.0,2.0,1.0,37.0
47,1,right_lane,nop,False,nan,40,0,22.893957345971565,1.6666666666666665,0.0,3.302744579437217,59.16666666666667,40.0,19.166666666666668,nan,0.0,0,0,0,0,1.0,1.0,3.0,35.0
48,1,right_lane,nop,False,nan,40,0,23.643957345971113,18.33333333333333,0.0,19.563744988292456,50.833333333333336,40.0,10.833333333333334,nan,0.0,0,0,0,0,14.0,6.0,4.0,16.0
49,1,right_lane,nop,False,nan,40,0,23.143957345971565,38.66666666666667,0.0,38.21507486701012,41.166666666666664,40.0,1.1666666666666665,nan,0.0,0,0,0,0,35.0,4.0,1.0,0.0
50,1,right_lane,nop,False,nan,40,0,23.768957345745793,14.999999999999996,0.0,15.435583455331653,52.333333333333314,40.0,12.333333333333329,nan,0.0,0,0,0,0,3.0,13.0,8.0,16.0
51,1,right_lane,nop,False,nan,14,1,28.874407582949576,8.666666666666666,0.0,8.709693233413418,16.333333333333336,14.0,2.333333333333333,nan,0.0,0,0,0,0,6.0,3.0,2.0,3.0
52,1,right_lane,nop,False,nan,40,0,24.252495702889696,30.33333333333335,0.0,31.547027111053467,45.16666666666665,40.0,5.166666666666668,nan,0.0,0,0,0,0,17.0,18.0,5.0,0.0
53,1,right_lane,nop,False,nan,40,0,22.518957345967134,30.33333333333333,0.0,30.4670814499259,45.00000000000001,40.0,4.999999999999998,nan,0.0,0,0,0,0,15.0,20.0,3.0,2.0
54,1,right_lane,nop,False,nan,40,0,21.893957345971486,9.0,0.0,9.634401362389326,55.0,40.0,15.0,nan,0.0,0,0,0,0,0.0,4.0,19.0,17.0
55,1,right_lane,nop,False,nan,40,0,22.268951644954317,14.0,0.0,15.020153477787971,53.166666666666664,40.0,13.166666666666668,nan,0.0,0,0,0,0,7.0,4.0,15.0,14.0
56,1,right_lane,nop,False,nan,40,0,22.733867844032495,15.00000000000001,0.0,15.920048862695694,52.50000000000003,40.0,12.500000000000007,nan,0.0,0,0,0,0,5.0,4.0,24.0,7.0
57,1,right_lane,nop,False,nan,40,0,21.268957345971565,12.000000000000004,0.0,11.939836852252483,53.833333333333364,40.0,13.833333333333341,nan,0.0,0,0,0,0,0.0,3.0,31.0,6.0
58,1,right_lane,nop,False,nan,40,0,22.643957345971565,15.000000000000005,0.0,14.714953005313873,52.666666666666686,40.0,12.666666666666671,nan,0.0,0,0,0,0,3.0,7.0,21.0,9.0
59,1,right_lane,nop,False,nan,40,0,21.268957345971046,25.333333333333332,0.0,24.4217114970088,47.66666666666666,40.0,7.666666666666665,nan,0.0,0,0,0,0,19.0,4.0,10.0,7.0
60,1,right_lane,nop,False,nan,40,0,22.143957345971565,28.66666666666666,0.0,28.66736575961113,45.33333333333336,40.0,5.333333333333332,nan,0.0,0,0,0,0,16.0,15.0,9.0,0.0
61,1,right_lane,nop,False,nan,40,0,23.018957344031847,20.66666666666665,0.0,20.438558060428477,49.666666666666686,40.0,9.666666666666668,nan,0.0,0,0,0,0,10.0,9.0,15.0,6.0
62,1,right_lane,nop,False,nan,40,0,20.393957345971565,38.66666666666667,0.0,36.35593670606613,41.0,40.0,0.9999999999999999,nan,0.0,0,0,0,0,36.0,4.0,0.0,0.0
63,1,right_lane,nop,False,nan,40,0,21.893957345971565,39.33333333333333,0.0,39.07629430294037,40.333333333333336,40.0,0.3333333333333333,nan,0.0,0,0,0,0,38.0,2.0,0.0,0.0
64,1,right_lane,nop,False,nan,40,0,23.75249578705016,31.666666666666686,0.0,31.03751142323017,43.99999999999998,40.0,3.9999999999999982,nan,0.0,0,0,0,0,18.0,19.0,1.0,2.0
65,1,right_lane,nop,False,nan,40,0,21.143957345971565,8.999999999999998,0.0,9.821625415235758,55.333333333333364,40.0,15.333333333333341,nan,0.0,0,0,0,0,0.0,0.0,27.0,13.0
66,1,right_lane,nop,False,nan,40,0,21.768957334666847,29.33333333333335,0.0,31.036760091781616,45.499999999999986,40.0,5.500000000000001,nan,0.0,0,0,0,0,9.0,31.0,0.0,0.0
67,1,right_lane,nop,False,nan,40,0,24.14178964342737,10.333333333333332,0.0,11.02319481325685,54.5,40.0,14.5,nan,0.0,0,0,0,0,7.0,5.0,2.0,26.0
68,1,right_lane,nop,False,nan,40,0,23.622503574111864,39.66666666666667,0.0,39.116387724876404,40.66666666666667,40.0,0.6666666666666666,nan,0.0,0,0,0,0,38.0,2.0,0.0,0.0
69,1,right_lane,nop,False,nan,40,0,21.625043292099726,22.0,0.0,23.079234421253204,48.66666666666664,40.0,8.66666666666667,nan,0.0,0,0,0,0,1.0,25.0,14.0,0.0
70,1,right_lane,nop,False,nan,40,0,22.483867844032495,39.33333333333333,0.0,39.21629583835602,40.5,40.0,0.5,nan,0.0,0,0,0,0,39.0,1.0,0.0,0.0
71,1,right_lane,nop,False,nan,40,0,21.893957345971494,25.0,0.0,24.60570840537548,47.66666666666666,40.0,7.666666666666665,nan,0.0,0,0,0,0,18.0,3.0,15.0,4.0
72,1,right_lane,nop,False,nan,40,0,22.143957235806404,30.333333333333336,0.0,30.87721011042595,44.833333333333336,40.0,4.833333333333333,nan,0.0,0,0,0,0,10.0,29.0,1.0,0.0
73,1,right_lane,nop,False,nan,40,0,21.393951646668775,32.0,0.0,31.61063388735056,43.83333333333333,40.0,3.8333333333333326,nan,0.0,0,0,0,0,27.0,4.0,5.0,4.0
74,1,right_lane,nop,False,nan,40,0,21.768629347340507,32.000000000000014,0.0,32.95206043124199,43.83333333333334,40.0,3.8333333333333335,nan,0.0,0,0,0,0,22.0,14.0,4.0,0.0
75,1,right_lane,nop,False,nan,40,0,24.893671888437925,20.33333333333334,0.0,21.074279195076087,49.99999999999997,40.0,9.999999999999993,nan,0.0,0,0,0,0,9.0,15.0,5.0,11.0
76,1,right_lane,nop,False,nan,15,1,24.050550661521118,8.333333333333332,0.0,7.921273574233055,18.333333333333332,15.0,3.333333333333334,nan,0.0,0,0,0,0,3.0,4.0,6.0,2.0
77,1,right_lane,nop,False,nan,40,0,22.393957260126378,22.000000000000004,0.0,23.472161954268813,48.999999999999986,40.0,9.000000000000004,nan,0.0,0,0,0,0,0.0,29.0,6.0,5.0
78,1,right_lane,nop,False,nan,40,0,22.000043292099726,3.0,0.0,3.2478485984611325,58.33333333333333,40.0,18.333333333333332,nan,0.0,0,0,0,0,0.0,0.0,9.0,31.0
79,1,right_lane,nop,False,nan,40,0,22.3939573459715,31.000000000000007,0.0,30.97092032432556,44.66666666666668,40.0,4.666666666666668,nan,0.0,0,0,0,0,21.0,12.0,7.0,0.0
80,1,right_lane,nop,False,nan,40,0,22.64391480462308,11.999999999999996,0.0,12.386043497361243,54.16666666666666,40.0,14.166666666666664,nan,0.0,0,0,0,0,1.0,9.0,12.0,18.0
81,1,right_lane,nop,False,nan,40,0,21.518957345971565,3.3333333333333335,0.0,4.080975314023817,58.000000000000014,40.0,18.0,nan,0.0,0,0,0,0,0.0,0.0,10.0,30.0
82,1,right_lane,nop,False,nan,40,0,21.268957345971565,0.6666666666666666,0.0,1.1668785337933514,59.5,40.0,19.5,nan,0.0,0,0,0,0,0.0,0.0,2.0,38.0
83,1,right_lane,nop,False,nan,40,0,21.393957345971565,0.6666666666666666,0.0,1.7690707416040823,59.666666666666664,40.0,19.666666666666664,nan,0.0,0,0,0,0,0.0,1.0,2.0,37.0
84,1,right_lane,nop,False,nan,40,0,21.018957345971565,9.333333333333332,0.0,9.87708800798282,55.333333333333364,40.0,15.333333333333343,nan,0.0,0,0,0,0,0.0,1.0,27.0,12.0
85,1,right_lane,nop,False,nan,40,0,23.143957345971565,34.666666666666664,0.0,33.78971765935421,43.16666666666667,40.0,3.166666666666666,nan,0.0,0,0,0,0,30.0,3.0,5.0,2.0
86,1,right_lane,nop,False,nan,40,0,25.893957234313795,27.66666666666667,0.0,27.087235122919083,46.16666666666666,40.0,6.166666666666668,nan,0.0,0,0,0,0,13.0,17.0,7.0,3.0
87,1,right_lane,nop,False,nan,40,0,21.50249644062177,26.000000000000007,0.0,28.183788508176804,46.99999999999998,40.0,7.0000000000000036,nan,0.0,0,0,0,0,2.0,34.0,4.0,0.0
88,1,right_lane,nop,False,nan,40,0,23.50249644062177,22.333333333333318,0.0,21.535621620714664,48.50000000000003,40.0,8.499999999999998,nan,0.0,0,0,0,0,9.0,10.0,20.0,1.0
89,1,right_lane,nop,False,nan,40,0,22.000286110883906,31.000000000000014,0.0,31.435844004154205,44.66666666666664,40.0,4.666666666666666,nan,0.0,0,0,0,0,18.0,18.0,4.0,0.0
90,1,right_lane,nop,False,nan,34,1,22.669361583495956,27.666666666666664,0.0,27.193081723176874,37.333333333333336,34.0,3.333333333333333,nan,0.0,0,0,0,0,24.0,4.0,2.0,4.0
91,1,right_lane,nop,False,nan,8,1,23.219570269359192,6.0,0.0,5.301137462258339,9.0,8.0,0.9999999999999999,nan,0.0,0,0,0,0,4.0,1.0,1.0,2.0
92,1,right_lane,nop,False,nan,40,0,22.268957345971565,23.333333333333314,0.0,23.392781607806683,48.166666666666686,40.0,8.166666666666664,nan,0.0,0,0,0,0,14.0,5.0,19.0,2.0
93,1,right_lane,nop,False,nan,40,0,21.268957247332974,5.666666666666665,0.0,7.12366583943367,57.000000000000014,40.0,17.000000000000004,nan,0.0,0,0,0,0,0.0,0.0,16.0,24.0
94,1,right_lane,nop,False,nan,40,0,23.14395099329321,9.666666666666666,0.0,11.025715021591168,55.0,40.0,15.0,nan,0.0,0,0,0,0,7.0,3.0,3.0,27.0
95,1,right_lane,nop,False,nan,21,1,25.440081249090717,11.999999999999998,0.0,11.63779765367508,25.833333333333332,21.0,4.833333333333334,nan,0.0,0,0,0,0,7.0,5.0,5.0,4.0
96,1,right_lane,nop,False,nan,40,0,21.393957345971565,6.666666666666666,0.0,8.920645516365767,56.33333333333333,40.0,16.333333333333336,nan,0.0,0,0,0,0,3.0,4.0,6.0,27.0
97,1,right_lane,nop,False,nan,40,0,24.268957345971565,21.000000000000007,0.0,21.361309926811373,49.83333333333331,40.0,9.833333333333327,nan,0.0,0,0,0,0,12.0,11.0,5.0,12.0
98,1,right_lane,nop,False,nan,7,1,25.0,2.333333333333333,0.0,2.0976060777902603,9.5,7.0,2.5,nan,0.0,0,0,0,0,0.0,1.0,3.0,3.0
99,1,right_lane,nop,False,nan,40,0,23.893957345971565,14.0,0.0,14.502575798425823,52.5,40.0,12.5,nan,0.0,0,0,0,0,13.0,2.0,2.0,23.0
100,1,right_lane,nop,False,nan,40,0,21.375000013019175,7.0,0.0,7.697260247688973,57.00000000000002,40.0,17.000000000000004,nan,0.0,0,0,0,0,2.0,2.0,11.0,25.0
101,1,right_lane,nop,False,nan,40,0,22.393957345971565,16.0,0.0,17.531764548271894,51.66666666666668,40.0,11.666666666666668,nan,0.0,0,0,0,0,12.0,4.0,6.0,18.0
102,1,right_lane,nop,False,nan,40,0,23.768957345971565,32.0,0.0,31.607825773826335,44.333333333333336,40.0,4.333333333333333,nan,0.0,0,0,0,0,26.0,6.0,4.0,4.0
103,1,right_lane,nop,False,nan,3,1,25.0,1.0,0.0,1.7497847825288773,3.5,3.0,0.5,nan,0.0,0,0,0,0,1.0,1.0,1.0,0.0
104,1,right_lane,nop,False,nan,40,0,21.518957345971565,28.66666666666667,0.0,28.33847700059414,46.16666666666667,40.0,6.16666666666667,nan,0.0,0,0,0,0,12.0,22.0,5.0,1.0
105,1,right_lane,nop,False,nan,40,0,23.268957345971565,13.000000000000007,0.0,12.777652885764837,53.1666666666667,40.0,13.166666666666675,nan,0.0,0,0,0,0,1.0,7.0,24.0,8.0
106,1,right_lane,nop,False,nan,40,0,21.89150419744946,37.666666666666664,0.0,35.400298312306404,41.5,40.0,1.5,nan,0.0,0,0,0,0,33.0,5.0,1.0,1.0
107,1,right_lane,nop,False,nan,40,0,23.643957345971565,23.333333333333318,0.0,23.68409100174904,48.00000000000003,40.0,7.9999999999999964,nan,0.0,0,0,0,0,12.0,9.0,18.0,1.0
108,1,right_lane,nop,False,nan,40,0,21.268957332952905,39.0,0.0,37.06412595510483,40.83333333333333,40.0,0.8333333333333333,nan,0.0,0,0,0,0,37.0,3.0,0.0,0.0
109,1,right_lane,nop,False,nan,40,0,23.26862859681453,15.33333333333333,0.0,15.424151526764035,52.333333333333336,40.0,12.333333333333334,nan,0.0,0,0,0,0,5.0,4.0,22.0,9.0
110,1,right_lane,nop,False,nan,40,0,21.018957345971113,31.333333333333343,0.0,31.46933925151825,44.33333333333333,40.0,4.333333333333332,nan,0.0,0,0,0,0,14.0,26.0,0.0,0.0
111,1,right_lane,nop,False,nan,40,0,22.768586055466553,21.000000000000007,0.0,22.28740091039799,48.99999999999998,40.0,9.000000000000004,nan,0.0,0,0,0,0,4.0,22.0,10.0,4.0
112,1,right_lane,nop,False,nan,40,0,21.268957345971565,24.333333333333318,0.0,25.05165469646454,48.16666666666668,40.0,8.166666666666664,nan,0.0,0,0,0,0,7.0,20.0,13.0,0.0
113,1,right_lane,nop,False,nan,40,0,22.14367188717398,16.999999999999996,0.0,16.88187645986909,51.166666666666664,40.0,11.166666666666668,nan,0.0,0,0,0,0,10.0,9.0,4.0,17.0
114,1,right_lane,nop,False,nan,40,0,21.893957345971565,27.0,0.0,26.53228621929884,47.0,40.0,7.0,nan,0.0,0,0,0,0,21.0,6.0,4.0,9.0
115,1,right_lane,nop,False,nan,40,0,21.893957345971565,4.666666666666666,0.0,6.37489463808015,57.16666666666667,40.0,17.16666666666667,nan,0.0,0,0,0,0,0.0,1.0,14.0,25.0
116,1,right_lane,nop,False,nan,40,0,22.268957345941836,27.666666666666664,0.0,26.711616441607475,46.666666666666664,40.0,6.666666666666667,nan,0.0,0,0,0,0,16.0,11.0,10.0,3.0
117,1,right_lane,nop,False,nan,4,1,28.560859461281616,3.6666666666666665,0.0,3.603228509426117,4.166666666666667,4.0,0.16666666666666666,nan,0.0,0,0,0,0,3.0,1.0,0.0,0.0
118,1,right_lane,nop,False,nan,40,0,26.606371401725937,28.666666666666664,0.0,27.77873857319355,45.66666666666668,40.0,5.666666666666666,nan,0.0,0,0,0,0,18.0,10.0,10.0,2.0
119,1,right_lane,nop,False,nan,40,0,26.39395734597098,18.666666666666657,0.0,18.758676043036985,50.33333333333337,40.0,10.333333333333336,nan,0.0,0,0,0,0,10.0,4.0,17.0,9.0
120,1,right_lane,nop,False,nan,40,0,22.518671875673665,16.999999999999996,0.0,17.673257917056503,51.666666666666636,40.0,11.66666666666666,nan,0.0,0,0,0,0,7.0,12.0,4.0,17.0
121,1,right_lane,nop,False,nan,40,0,22.875005701013844,22.000000000000004,0.0,24.459192521870136,48.66666666666666,40.0,8.666666666666673,nan,0.0,0,0,0,0,0.0,30.0,8.0,2.0
122,1,right_lane,nop,False,nan,40,0,21.268957345971565,16.33333333333333,0.0,16.812723452225327,52.16666666666665,40.0,12.166666666666664,nan,0.0,0,0,0,0,4.0,8.0,19.0,9.0
123,1,right_lane,nop,False,nan,40,0,22.875328749382287,11.000000000000002,0.0,11.709358940366656,54.333333333333364,40.0,14.333333333333341,nan,0.0,0,0,0,0,1.0,4.0,24.0,11.0
124,1,right_lane,nop,False,nan,40,0,26.747832295741347,37.00000000000001,0.0,36.63547882437706,41.83333333333334,40.0,1.8333333333333333,nan,0.0,0,0,0,0,32.0,7.0,1.0,0.0
125,1,right_lane,nop,False,nan,40,0,21.75249644062177,8.33333333333333,0.0,8.81548046640819,55.333333333333364,40.0,15.333333333333343,nan,0.0,0,0,0,0,0.0,0.0,26.0,14.0
126,1,right_lane,nop,False,nan,40,0,23.643957234313866,23.000000000000004,0.0,21.920954667031765,48.999999999999986,40.0,8.999999999999996,nan,0.0,0,0,0,0,15.0,6.0,9.0,10.0
127,1,right_lane,nop,False,nan,40,0,21.893957345971565,4.666666666666666,0.0,5.99261849548202,57.33333333333334,40.0,17.333333333333332,nan,0.0,0,0,0,0,2.0,3.0,3.0,32.0
128,1,right_lane,nop,False,nan,40,0,22.643957247332974,10.333333333333334,0.0,9.645910932449624,54.83333333333336,40.0,14.83333333333334,nan,0.0,0,0,0,0,1.0,1.0,28.0,10.0
129,1,right_lane,nop,False,nan,40,0,23.500043290611032,3.6666666666666665,0.0,3.8713952424004674,58.33333333333334,40.0,18.333333333333332,nan,0.0,0,0,0,0,0.0,1.0,9.0,30.0
130,1,right_lane,nop,False,nan,40,0,22.143957345971565,16.333333333333336,0.0,15.70327882417132,51.833333333333336,40.0,11.833333333333334,nan,0.0,0,0,0,0,1.0,14.0,16.0,9.0
131,1,right_lane,nop,False,nan,40,0,20.893957345971565,13.000000000000004,0.0,13.793573196977377,53.166666666666686,40.0,13.166666666666671,nan,0.0,0,0,0,0,9.0,2.0,9.0,20.0
132,1,right_lane,nop,False,nan,40,0,22.37504329038918,27.0,0.0,27.336677138111554,47.00000000000001,40.0,7.0000000000000036,nan,0.0,0,0,0,0,15.0,16.0,3.0,6.0
133,1,right_lane,nop,False,nan,40,0,22.64113785678871,20.333333333333336,0.0,20.506897263228893,49.49999999999999,40.0,9.499999999999998,nan,0.0,0,0,0,0,13.0,9.0,4.0,14.0
134,1,right_lane,nop,False,nan,40,0,22.393957345971565,15.333333333333343,0.0,15.82386953412788,52.333333333333364,40.0,12.33333333333334,nan,0.0,0,0,0,0,0.0,13.0,19.0,8.0
135,1,right_lane,nop,False,nan,40,0,21.874962409143297,11.666666666666666,0.0,11.64144977927208,54.33333333333334,40.0,14.333333333333336,nan,0.0,0,0,0,0,0.0,1.0,31.0,8.0
