episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time
0,1,right_lane,projection,True,nan,40,0,22.768957345971565,0.0,7.5,3.732181645095352,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
1,1,right_lane,projection,True,nan,40,0,21.893957345971565,0.0,7.0,3.204065989144965,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
2,1,right_lane,projection,True,nan,40,0,22.877496354776138,0.0,11.5,4.145192723062337,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,1.0,39.0
3,1,right_lane,projection,True,nan,40,0,24.393957345971565,0.0,0.5,1.4015463062318076,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
4,1,right_lane,projection,True,nan,40,0,20.518957345971565,0.0,3.5,4.002301372587681,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
5,1,right_lane,projection,True,nan,40,0,22.018957345971565,0.0,14.0,4.624854561940765,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
6,1,right_lane,projection,True,nan,40,0,21.893951547834142,0.0,8.0,3.8001420899536242,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
7,1,right_lane,projection,True,nan,40,0,21.518957345971565,0.0,6.0,4.163922311505303,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
8,1,right_lane,projection,True,nan,40,0,20.518957345971565,0.5,14.5,6.190581113100052,59.75,40.0,19.75,nan,0.0,0,0,0,40,1.0,1.0,38.0
9,1,right_lane,projection,True,nan,40,0,21.643957345971565,0.0,5.5,3.969779206869134,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,1.0,39.0
10,1,right_lane,projection,True,nan,40,0,21.518957345971565,0.0,7.5,4.287295749253758,60.0,40.0,20.0,nan,0.0,0,0,0,40,0.0,0.0,40.0
