episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time
28,1,merge_courtesy,nop,False,nan,13,0,28.135251062216373,1.7555641047803476,0.0,1.1459227502346039,18.38033055235252,18.38033055235252,0.0,nan,0.0,0,0,0,0,0.0,13.0
29,1,merge_courtesy,nop,False,nan,12,0,29.22166165477424,1.998242540241805,0.0,1.709832176566124,17.476397594291633,17.476397594291633,0.0,nan,0.0,0,0,0,0,0.0,12.0
30,1,merge_courtesy,nop,False,nan,13,0,27.416671238329222,0.0,0.0,0.0,18.0066690439312,18.0066690439312,0.0,nan,0.0,0,0,0,0,0.0,13.0
31,1,merge_courtesy,nop,False,nan,12,0,29.638203017832648,4.074644703346153,0.0,2.696441128849983,17.676337448559668,17.676337448559668,0.0,nan,0.0,0,0,0,0,0.0,12.0
32,1,merge_courtesy,nop,False,nan,12,0,30.0,1.5965206609789147,0.0,1.10185606777668,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
33,1,merge_courtesy,nop,False,nan,12,0,30.0,2.018798351547863,0.0,1.4098345413804054,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
34,1,merge_courtesy,nop,False,nan,12,0,29.22876198863091,3.723876534325505,0.0,2.443182095885277,17.479805754542834,17.479805754542834,0.0,nan,0.0,0,0,0,0,0.0,12.0
35,1,merge_courtesy,nop,False,nan,13,0,27.03872567291224,0.0,0.0,0.0,17.810137349914363,17.810137349914363,0.0,nan,0.0,0,0,0,0,0.0,13.0
36,1,merge_courtesy,nop,False,nan,12,0,30.0,1.6041602053147495,0.0,1.1038238406181335,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
37,1,merge_courtesy,nop,False,nan,12,0,29.221552852052668,2.524110543894369,0.0,1.9310229569673538,17.476345368985278,17.476345368985278,0.0,nan,0.0,0,0,0,0,0.0,12.0
38,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
39,1,merge_courtesy,nop,False,nan,12,0,30.0,1.3523473884757737,0.0,0.9423649609088898,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
40,1,merge_courtesy,nop,False,nan,12,0,30.0,2.2661482646160738,0.0,1.538542963564396,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
41,1,merge_courtesy,nop,False,nan,12,0,30.0,1.984350866624275,0.0,1.332891270518303,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
42,1,merge_courtesy,nop,False,nan,12,0,30.0,3.2292887245950896,0.0,2.22271029651165,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
43,1,merge_courtesy,nop,False,nan,12,0,30.0,3.2911606500715607,0.0,2.20688533782959,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
44,1,merge_courtesy,nop,False,nan,12,0,30.0,3.583023877059358,0.0,2.4346220791339874,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
45,1,merge_courtesy,nop,False,nan,13,0,27.03872567291224,0.0,0.0,0.1750515103340149,17.810137349914363,17.810137349914363,0.0,nan,0.0,0,0,0,0,0.0,13.0
46,1,merge_courtesy,nop,False,nan,12,0,30.0,2.3335219306280024,0.0,1.5674244910478592,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
47,1,merge_courtesy,nop,False,nan,13,0,27.039601997206645,0.0,0.0,0.0,17.810593038547456,17.810593038547456,0.0,nan,0.0,0,0,0,0,0.0,13.0
48,1,merge_courtesy,nop,False,nan,12,0,30.0,2.923750838923027,0.0,1.9941002130508423,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
49,1,merge_courtesy,nop,False,nan,12,0,28.813046846239462,0.8186792637573638,0.0,0.5396652221679688,17.28026248619494,17.28026248619494,0.0,nan,0.0,0,0,0,0,0.0,12.0
50,1,merge_courtesy,nop,False,nan,12,0,30.0,3.672910114795878,0.0,2.3531197980046272,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
