episode_id,policy_freq,profile,method,value,episode_length,collision,mean_speed,lane_0_time,lane_1_time,lane_2_time,total_cost,total_avoided_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count
93,1,right_lane,adaptive,0.0316,40,0,20.518957345971565,0.0,0.0,40.0,0.0,19.0,60.6303317535545,40.63033175355451,20.0,18.0,1.0,0,0,40,0
94,1,right_lane,adaptive,0.0316,40,0,21.518957345971565,0.0,1.0,39.0,0.5,17.5,61.97852931898048,42.22852931898048,19.75,18.0,0.975,0,0,39,1
95,1,right_lane,adaptive,0.0316,40,0,21.768957345971565,0.0,1.0,39.0,0.0,2.5,62.62939766843071,42.62939766843073,20.0,18.0,0.9,0,0,36,4
96,1,right_lane,adaptive,0.0316,40,0,21.268957345967657,1.0,1.0,38.0,0.5,2.0,61.57839910880253,41.82839910880251,19.75,18.0,1.0,0,0,40,0
97,1,right_lane,adaptive,0.0316,40,0,23.643957345971565,0.0,1.0,39.0,0.0,6.0,65.62939766774726,45.629397667747256,20.0,18.0,0.85,0,0,34,6
98,1,right_lane,adaptive,0.0316,40,0,22.018957345971565,0.0,1.0,39.0,0.0,6.0,63.02939766774115,43.029397667741144,20.0,18.0,0.925,0,0,37,3
99,1,right_lane,adaptive,0.0316,40,0,22.768956496611462,1.0,5.0,34.0,2.5,5.5,62.977688141859936,44.22768814185995,18.75,18.0,0.775,0,0,31,9
100,1,right_lane,adaptive,0.0316,40,0,23.143957345971565,1.0,1.0,38.0,0.5,1.0,64.57839958435783,44.828399584357825,19.75,18.0,0.925,0,0,37,3
101,1,right_lane,adaptive,0.0316,40,0,21.393957345967653,1.0,1.0,38.0,0.5,2.0,61.778398405066994,42.028398405067,19.75,18.0,0.95,0,0,38,2
102,1,right_lane,adaptive,0.0316,13,1,23.135253366251842,0.0,0.0,13.0,0.0,0.0,21.10399430189672,14.603994301896723,6.5,18.0,0.8461538461538461,0,0,11,2
103,1,right_lane,adaptive,0.0316,40,0,22.643957345971565,2.0,17.0,21.0,9.5,15.0,58.775867737109245,43.52586773710925,15.25,18.0,0.95,0,0,38,2
104,1,right_lane,adaptive,0.0316,40,0,20.518957345971565,0.0,1.0,39.0,0.0,5.5,60.629397666520454,40.629397666520454,20.0,18.0,1.0,0,0,40,0
105,1,right_lane,adaptive,0.0316,3,1,25.0,1.0,1.0,1.0,0.5,2.0,4.648067887473768,3.3980678874737684,1.25,18.0,1.0,0,0,3,0
106,1,right_lane,adaptive,0.0316,40,0,21.268957345971565,0.0,0.0,40.0,0.0,2.0,61.3303317535545,41.33033175355451,20.0,18.0,0.95,0,0,38,2
107,1,right_lane,adaptive,0.0316,40,0,20.893957345971565,1.0,1.0,38.0,0.5,8.5,60.97839840434078,41.22839840434077,19.75,18.0,0.775,0,0,31,9
108,1,right_lane,adaptive,0.0316,40,0,21.768957345971053,1.0,1.0,38.0,0.5,3.5,62.378398404339954,42.62839840433996,19.75,18.0,0.9,0,0,36,4
109,1,right_lane,adaptive,0.0316,40,0,22.643957345971565,0.0,1.0,39.0,0.0,3.0,64.02939832968683,44.029398329686835,20.0,18.0,0.9,0,0,36,4
110,1,right_lane,adaptive,0.0316,40,0,20.643957345971565,1.0,9.0,30.0,4.5,12.0,58.57938970918736,40.82938970918737,17.75,18.0,1.0,0,0,40,0
111,1,right_lane,adaptive,0.0316,40,0,21.768957345971565,9.0,1.0,30.0,8.5,6.0,58.37847104616344,42.62847104616345,15.75,18.0,1.0,0,0,40,0
112,1,right_lane,adaptive,0.0316,40,0,22.643957345971565,1.0,7.0,32.0,3.5,4.0,62.27729543714919,44.02729543714919,18.25,18.0,0.975,0,0,39,1
113,1,right_lane,adaptive,0.0316,40,0,21.893957345971565,0.0,1.0,39.0,0.0,13.0,62.829396514718965,42.82939651471897,20.0,18.0,0.95,0,0,38,2
114,1,right_lane,adaptive,0.0316,40,0,20.518957345971565,0.0,1.0,39.0,0.0,11.0,60.629397667739944,40.629397667739944,20.0,18.0,1.0,0,0,40,0
115,1,right_lane,adaptive,0.0316,40,0,21.768957345971565,1.0,1.0,38.0,0.5,5.0,62.37839910886089,42.6283991088609,19.75,18.0,0.975,0,0,39,1
116,1,right_lane,adaptive,0.0316,30,1,20.358609794628755,0.0,0.0,30.0,0.0,12.5,45.2303317535545,30.230331753554502,15.0,18.0,1.0,0,0,30,0
117,1,right_lane,adaptive,0.0316,40,0,22.143957345971494,1.0,2.0,37.0,1.0,8.0,62.22804909828591,42.72804909828591,19.5,18.0,0.975,0,0,39,1
118,1,right_lane,adaptive,0.0316,40,0,22.48104341779885,4.0,10.0,26.0,9.0,13.5,59.517122200501866,43.76712220050188,15.75,18.0,1.0,0,0,40,0
119,1,right_lane,adaptive,0.0316,40,0,22.018957345971565,0.0,0.0,40.0,0.0,10.5,63.18033069244683,43.430330692446844,19.75,18.0,0.95,0,0,38,2
120,1,right_lane,adaptive,0.0316,40,0,22.14395734597149,0.0,1.0,39.0,0.5,0.0,62.97893676050451,43.22893676050451,19.75,18.0,0.9,0,0,36,4
121,1,right_lane,adaptive,0.0316,40,0,21.768957345971565,1.0,1.0,38.0,0.5,4.5,62.378399108861,42.628399108861004,19.75,18.0,0.95,0,0,38,2
122,1,right_lane,adaptive,0.0316,40,0,21.268957345971565,0.0,0.0,40.0,0.0,0.0,61.8303317535545,41.830331753554496,20.0,18.0,0.475,0,0,19,21
123,1,right_lane,adaptive,0.0316,40,0,22.518957345971565,3.0,2.0,35.0,3.0,4.5,62.32891743791032,43.82891743791032,18.5,18.0,0.95,0,0,38,2
124,1,right_lane,adaptive,0.0316,26,1,25.4137805296263,8.0,6.0,12.0,10.0,2.5,39.42533777289454,31.42533777289454,8.0,18.0,1.0,0,0,26,0
125,1,right_lane,adaptive,0.0316,40,0,22.002496438936525,0.0,0.0,40.0,0.0,4.5,62.50399430229842,42.50399430229844,20.0,18.0,0.95,0,0,38,2
126,1,right_lane,adaptive,0.0316,40,0,21.018957344257622,0.0,0.0,40.0,0.0,3.5,61.453200895730006,41.45320089573,20.0,18.0,1.0,0,0,40,0
127,1,right_lane,adaptive,0.0316,40,0,21.018957345971565,0.0,1.0,39.0,0.5,17.5,61.42939833206728,41.42939833206728,20.0,18.0,0.975,0,0,39,1
128,1,right_lane,adaptive,0.0316,40,0,22.018957345971565,1.0,9.0,30.0,4.5,8.0,60.528398930178554,43.028398930178554,17.5,18.0,0.95,0,0,38,2
129,1,right_lane,adaptive,0.0316,40,0,23.76895734594235,0.0,1.0,39.0,0.0,12.0,65.82939832963936,45.829398329639346,20.0,18.0,0.85,0,0,34,6
130,1,right_lane,adaptive,0.0316,40,0,21.518957345971565,0.0,0.0,40.0,0.0,9.5,62.23033175359509,42.230331753595095,20.0,18.0,0.8,0,0,32,8
131,1,right_lane,adaptive,0.0316,40,0,21.768957345971565,0.0,1.0,39.0,0.0,0.5,62.62939832968611,42.6293983296861,20.0,18.0,0.95,0,0,38,2
132,1,right_lane,adaptive,0.0316,40,0,21.250043292099726,0.0,1.0,39.0,0.0,14.5,61.799135182235744,41.79913518223574,20.0,18.0,0.925,0,0,37,3
133,1,right_lane,adaptive,0.0316,40,0,21.018957345971554,0.0,1.0,39.0,0.0,2.5,61.455674969348124,41.455674969348124,20.0,18.0,0.975,0,0,39,1
134,1,right_lane,adaptive,0.0316,40,0,20.393957345971565,0.0,0.0,40.0,0.0,20.0,60.43033175355452,40.43033175355452,20.0,18.0,1.0,0,0,40,0
135,1,right_lane,adaptive,0.0316,40,0,21.518957345971565,0.0,0.0,40.0,0.0,15.5,62.2303317535545,42.230331753554495,20.0,18.0,0.95,0,0,38,2
136,1,right_lane,adaptive,0.0316,40,0,20.768957345971565,0.0,1.0,39.0,0.0,0.5,61.02939766774115,41.02939766774115,20.0,18.0,1.0,0,0,40,0
137,1,right_lane,adaptive,0.0316,32,1,22.679946558601884,11.0,5.0,16.0,14.0,6.0,44.728688901199384,35.22868890119939,9.5,18.0,1.0,0,0,32,0
138,1,right_lane,adaptive,0.0316,40,0,21.143957345971565,0.0,1.0,39.0,0.0,1.0,60.62939780540768,41.129397805407685,19.5,18.0,0.95,0,0,38,2
139,1,right_lane,adaptive,0.0316,40,0,21.893957345971565,1.0,5.0,34.0,2.5,2.5,61.57844809422429,42.8284480942243,18.75,18.0,0.95,0,0,38,2
140,1,right_lane,adaptive,0.0316,18,1,20.875460768825693,0.0,1.0,17.0,0.5,9.0,27.429397666520444,18.429397666520444,9.0,18.0,1.0,0,0,18,0
141,1,right_lane,adaptive,0.0316,40,0,22.768634297606514,0.0,1.0,39.0,0.0,1.5,63.47888145230203,43.72888145230203,19.75,18.0,0.9,0,0,36,4
142,1,right_lane,adaptive,0.0316,40,0,21.643957345970982,0.0,6.0,34.0,2.5,12.0,61.178505744201935,42.42850574420193,18.75,18.0,0.925,0,0,37,3
143,1,right_lane,adaptive,0.0316,40,0,21.231377104427974,0.0,1.0,39.0,0.0,3.0,61.769269280051525,41.76926928005151,20.0,18.0,0.95,0,0,38,2
144,1,right_lane,adaptive,0.0316,40,0,21.143957345971565,0.0,0.0,40.0,0.0,13.5,61.85620455003645,41.85620455003646,20.0,18.0,1.0,0,0,40,0
145,1,right_lane,adaptive,0.0316,40,0,23.85604835504177,1.0,8.0,31.0,4.0,8.0,63.964464332021,45.964464332021,18.0,18.0,0.925,0,0,37,3
146,1,right_lane,adaptive,0.0316,40,0,21.143919754885687,0.0,1.0,39.0,0.0,1.0,62.02932943243769,42.0293294324377,20.0,18.0,1.0,0,0,40,0
147,1,right_lane,adaptive,0.0316,40,0,21.268957345971565,0.0,5.0,35.0,2.5,2.5,60.829449893052235,41.82944989305223,19.0,18.0,0.475,0,0,19,21
148,1,right_lane,adaptive,0.0316,40,0,21.393957345971554,6.0,3.0,31.0,7.0,5.0,58.27746013741443,42.02746013741443,16.25,18.0,0.975,0,0,39,1
149,1,right_lane,adaptive,0.0316,40,0,22.143957345971565,0.0,0.0,40.0,0.0,7.5,63.23033175355452,43.230331753554516,20.0,18.0,0.95,0,0,38,2
150,1,right_lane,adaptive,0.0316,40,0,20.518957345971565,0.0,0.0,40.0,0.0,17.0,60.6303317535545,40.63033175355451,20.0,18.0,1.0,0,0,40,0
151,1,right_lane,adaptive,0.0316,40,0,23.518957345971565,0.0,0.0,40.0,0.0,11.5,65.43033175355451,45.43033175355451,20.0,18.0,0.85,0,0,34,6
