experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,ttc_3s,ttc_3_5s,ttc_4s,distance_3v,distance_3_5v,distance_4v,mean_speed,lane_0_preference,lane_1_preference,lane_2_preference,lane_3_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,efficient,adaptive,1.0,100,28.58,9,1.9534922267680723,2.217334094119314,2.437224689552778,8.004384148073886,8.86257896961917,9.803985498794967,27.69050185171379,0.4020293911826452,0.47865640307907625,0.0370888733379986,0.08222533240027992,0.0,0.0,0.00489853044086774,0.10321903428971309,0.0027991602519244225,0.0006997900629811056,0.005248425472358292,0.0,nan,nan,0.11161651504548635,0.32155353393981806
1,1,efficient,adaptive,1.0,100,27.77,10,1.9511003919334935,2.2010294075335244,2.430548805968908,7.653265146338511,8.518370722710285,9.219749939057472,27.39017608040396,0.4249189773136478,0.49081742888008645,0.023766654663305724,0.06049693914296003,0.0,0.0,0.005401512423478574,0.07057976233345337,0.0018005041411595247,0.0007202016564638099,0.005761613251710479,0.0,nan,nan,0.07850198055455528,0.35505941663665824
2,1,efficient,adaptive,1.0,100,28.48,8,1.955183934695019,2.2168545759619684,2.4620949334057993,8.231611291009964,9.072958453474506,10.133851295819978,27.943863223846794,0.4259129213483146,0.48314606741573035,0.03195224719101124,0.05898876404494382,0.0,0.0,0.0035112359550561797,0.07338483146067416,0.001053370786516854,0.0007022471910112359,0.004564606741573034,0.0,nan,nan,0.07865168539325842,0.3089887640449438
3,1,efficient,adaptive,1.0,100,28.98,7,1.9601106636238066,2.2250650675432673,2.4444253939600613,8.304700581891693,9.132574102118845,9.924446011822726,27.6558536936148,0.44030365769496205,0.4696342305037957,0.028640441683919944,0.06142167011732229,0.0,0.0,0.0027605244996549345,0.07453416149068323,0.0003450655624568668,0.0003450655624568668,0.004140786749482402,0.0,nan,nan,0.0779848171152519,0.3364389233954451
