experiment_id,policy_freq,profile,method,value,num_episodes,mean_episode_length,total_collisions,ttc_3s,ttc_3_5s,ttc_4s,distance_3v,distance_3_5v,distance_4v,mean_speed,lane_0_preference,lane_1_preference,lane_2_preference,lane_3_preference,speed_violation_rate,tailgating_violation_rate,braking_violation_rate,lane_keeping_violation_rate,lane_change_tailgating_violation_rate,lane_change_braking_violation_rate,collision_violation_rate,lane_change_collision_violation_rate,safety_envelope_violation_rate,lane_change_safety_envelope_violation_rate,cost_rate,avoided_cost_rate
0,1,efficient,adaptive,0.01,100,27.28,18,1.9187526478390116,2.2052122905504885,2.42315935116467,8.6587921786371,10.015193595681986,11.44215376337741,29.027831558146087,0.375,0.4398826979472141,0.08027859237536657,0.10483870967741936,0.0,0.004765395894428153,0.015029325513196481,0.17265395894428154,0.004398826979472141,0.0032991202346041057,0.0076979472140762464,0.0007331378299120235,nan,nan,0.2001466275659824,0.17375366568914957
